"Query_mod" "Query_bgc" "Query_frag" "Sub_mod" "Sub_bgc" "Sub_frag" "PID" "alignment_len" "mismatches" "gap" "q_start" "q_end" "s_start" "s_end" "e_value" "bit_score"
"M5" "anabaenopeptin915" "1" "M4" "anabaenopeptin915" "1" 46.512 43 21 1 6 48 5 45 1.87e-11 42.4
"M5" "anabaenopeptin915" "26" "M4" "anabaenopeptin915" "26" 36.585 41 26 0 5 45 2 42 4.86e-09 36.6
"M5" "anabaenopeptin915" "51" "M4" "anabaenopeptin915" "51" 27.778 36 25 1 4 39 1 35 0.012 20
"M5" "anabaenopeptin915" "76" "M4" "anabaenopeptin915" "76" 31.707 41 28 0 10 50 6 46 0.000158 25
"M5" "anabaenopeptin915" "101" "M4" "anabaenopeptin915" "101" 54.762 42 19 0 7 48 3 44 1.78e-15 52.8
"M5" "anabaenopeptin915" "126" "M4" "anabaenopeptin915" "126" 38.636 44 27 0 7 50 3 46 4.45e-11 41.6
"M5" "anabaenopeptin915" "151" "M4" "anabaenopeptin915" "151" 50 42 21 0 9 50 5 46 2.74e-14 49.7
"M5" "anabaenopeptin915" "176" "M4" "anabaenopeptin915" "176" 60.87 46 18 0 5 50 1 46 9.49e-20 63.5
"M5" "anabaenopeptin915" "201" "M4" "anabaenopeptin915" "201" 47.826 46 24 0 5 50 1 46 4.3e-13 46.6
"M5" "anabaenopeptin915" "226" "M4" "anabaenopeptin915" "226" 54.348 46 21 0 5 50 1 46 7.9e-16 53.5
"M5" "anabaenopeptin915" "251" "M4" "anabaenopeptin915" "251" 64.444 45 16 0 5 49 1 45 2.14e-19 62.4
"M5" "anabaenopeptin915" "276" "M4" "anabaenopeptin915" "276" 41.304 46 27 0 5 50 1 46 2.16e-10 39.7
"M5" "anabaenopeptin915" "301" "M4" "anabaenopeptin915" "301" 39.13 46 28 0 5 50 1 46 4.86e-11 41.6
"M5" "anabaenopeptin915" "326" "M4" "anabaenopeptin915" "326" 52.941 34 16 0 5 38 1 34 5.49e-11 41.2
"M5" "anabaenopeptin915" "376" "M4" "anabaenopeptin915" "376" 47.619 21 11 0 30 50 24 44 7.47e-05 25.8
"M5" "anabaenopeptin915" "401" "M4" "anabaenopeptin915" "401" 65.116 43 15 0 8 50 2 44 4.23e-19 62
"M5" "anabaenopeptin915" "426" "M4" "anabaenopeptin915" "426" 72.727 44 12 0 7 50 1 44 4.08e-22 69.3
"M5" "anabaenopeptin915" "451" "M4" "anabaenopeptin915" "451" 72.727 44 12 0 7 50 1 44 1.91e-20 65.1
"M5" "anabaenopeptin915" "476" "M4" "anabaenopeptin915" "476" 73.81 42 11 0 9 50 3 44 9.01e-22 68.6
"M5" "anabaenopeptin915" "501" "M4" "anabaenopeptin915" "501" 65.909 44 15 0 7 50 1 44 1.03e-21 68.6
"M5" "anabaenopeptin915" "526" "M4" "anabaenopeptin915" "526" 68.293 41 13 0 7 47 1 41 5.36e-20 63.9
"M5" "anabaenopeptin915" "551" "M4" "anabaenopeptin915" "551" 55 20 9 0 7 26 1 20 0.000139 25
"M5" "anabaenopeptin915" "576" "M4" "anabaenopeptin915" "576" 57.895 38 16 0 13 50 7 44 2.9e-12 44.7
"M5" "anabaenopeptin915" "601" "M4" "anabaenopeptin915" "601" 90.909 44 4 0 7 50 1 44 1.66e-29 88.2
"M5" "anabaenopeptin915" "626" "M4" "anabaenopeptin915" "626" 95.455 44 2 0 7 50 1 44 4.11e-30 89.7
"M5" "anabaenopeptin915" "651" "M4" "anabaenopeptin915" "651" 95.455 44 2 0 7 50 1 44 7.99e-29 86.3
"M5" "anabaenopeptin915" "676" "M4" "anabaenopeptin915" "676" 90.909 44 4 0 7 50 1 44 1.03e-26 80.9
"M5" "anabaenopeptin915" "701" "M4" "anabaenopeptin915" "701" 90.909 44 4 0 7 50 1 44 2.52e-29 87.4
"M5" "anabaenopeptin915" "726" "M4" "anabaenopeptin915" "726" 86.364 44 6 0 7 50 1 44 2.15e-28 85.1
"M5" "anabaenopeptin915" "751" "M4" "anabaenopeptin915" "751" 81.818 44 8 0 7 50 1 44 3.31e-25 77.4
"M5" "anabaenopeptin915" "776" "M4" "anabaenopeptin915" "776" 84.091 44 7 0 7 50 1 44 4.24e-26 79.3
"M5" "anabaenopeptin915" "801" "M4" "anabaenopeptin915" "801" 86.364 44 6 0 7 50 1 44 1.3e-25 78.2
"M5" "anabaenopeptin915" "826" "M4" "anabaenopeptin915" "826" 93.182 44 3 0 7 50 1 44 7.55e-27 81.3
"M5" "anabaenopeptin915" "851" "M4" "anabaenopeptin915" "851" 75.676 37 9 0 7 43 1 37 7.7e-17 56.2
"M5" "anabaenopeptin915" "876" "M4" "anabaenopeptin915" "876" 46.875 32 16 1 7 38 1 31 7.55e-05 25.8
"M5" "anabaenopeptin915" "901" "M4" "anabaenopeptin915" "901" 40 10 6 0 1 10 19 28 1.9 14.6
