"Query_mod" "Query_bgc" "Query_frag" "Sub_mod" "Sub_bgc" "Sub_frag" "PID" "alignment_len" "mismatches" "gap" "q_start" "q_end" "s_start" "s_end" "e_value" "bit_score"
"M3" "oscillaginin" "1" "M3" "microginin" "1" 92 50 4 0 1 50 1 50 1.37e-31 93.2
"M3" "oscillaginin" "26" "M3" "microginin" "26" 90 50 5 0 1 50 1 50 1.41e-30 90.5
"M3" "oscillaginin" "51" "M3" "microginin" "51" 84 50 8 0 1 50 1 50 7.17e-30 89
"M3" "oscillaginin" "76" "M3" "microginin" "76" 85.417 48 7 0 3 50 3 50 2.06e-27 82.8
"M3" "oscillaginin" "101" "M3" "microginin" "101" 94 50 3 0 1 50 1 50 4.31e-33 97.1
"M3" "oscillaginin" "126" "M3" "microginin" "126" 100 50 0 0 1 50 1 50 3.35e-35 102
"M3" "oscillaginin" "151" "M3" "microginin" "151" 100 50 0 0 1 50 1 50 1.01e-34 101
"M3" "oscillaginin" "176" "M3" "microginin" "176" 90 50 5 0 1 50 1 50 1.23e-33 98.2
"M3" "oscillaginin" "201" "M3" "microginin" "201" 78 50 11 0 1 50 1 50 3.23e-27 82
"M3" "oscillaginin" "226" "M3" "microginin" "226" 82 50 9 0 1 50 1 50 4.49e-27 82
"M3" "oscillaginin" "251" "M3" "microginin" "251" 94 50 3 0 1 50 1 50 2.58e-32 95.1
"M3" "oscillaginin" "276" "M3" "microginin" "276" 96 50 2 0 1 50 1 50 3.17e-33 97.4
"M3" "oscillaginin" "301" "M3" "microginin" "301" 94 50 3 0 1 50 1 50 4.15e-32 94.4
"M3" "oscillaginin" "326" "M3" "microginin" "326" 90 50 5 0 1 50 1 50 2.5e-30 90.1
"M3" "oscillaginin" "351" "M3" "microginin" "351" 80 50 10 0 1 50 1 50 2.06e-27 82.8
"M3" "oscillaginin" "376" "M3" "microginin" "376" 65.306 49 17 0 2 50 2 50 3.99e-24 74.3
"M3" "oscillaginin" "401" "M3" "microginin" "401" 56 50 22 0 1 50 1 50 4.45e-19 61.6
"M3" "oscillaginin" "426" "M3" "microginin" "426" 64 50 18 0 1 50 1 50 1.55e-22 70.5
"M3" "oscillaginin" "451" "M3" "microginin" "451" 72 50 14 0 1 50 1 50 1.79e-26 80.5
"M3" "oscillaginin" "476" "M3" "microginin" "476" 84 50 8 0 1 50 1 50 2.21e-28 85.1
"M3" "oscillaginin" "501" "M3" "microginin" "501" 90 50 5 0 1 50 1 50 1.52e-30 90.5
"M3" "oscillaginin" "526" "M3" "microginin" "526" 72 50 14 0 1 50 1 50 5.96e-25 76.6
"M3" "oscillaginin" "551" "M3" "microginin" "551" 51.724 29 14 0 1 29 1 29 9.66e-07 30.4
"M3" "oscillaginin" "576" "M3" "microginin" "576" 52.778 36 17 0 15 50 13 48 8.94e-10 38.1
"M3" "oscillaginin" "601" "M3" "microginin" "601" 58.333 48 20 0 3 50 1 48 1.03e-16 55.8
"M3" "oscillaginin" "626" "M3" "microginin" "626" 50 48 24 0 3 50 1 48 1.12e-13 48.1
"M3" "oscillaginin" "651" "M3" "microginin" "651" 54.167 48 22 0 3 50 1 48 7.22e-15 51.2
"M3" "oscillaginin" "676" "M3" "microginin" "676" 55.319 47 21 0 3 49 1 47 1e-14 50.8
"M3" "oscillaginin" "701" "M3" "microginin" "701" 52.174 46 22 0 5 50 3 48 1.88e-17 57.4
"M3" "oscillaginin" "726" "M3" "microginin" "726" 48.936 47 24 0 3 49 1 47 1.39e-16 55.5
"M3" "oscillaginin" "751" "M3" "microginin" "751" 44.681 47 26 0 3 49 1 47 2.08e-12 44.7
"M3" "oscillaginin" "776" "M3" "microginin" "776" 62.222 45 17 0 3 47 1 45 6.46e-19 61.2
"M3" "oscillaginin" "801" "M3" "microginin" "801" 61.224 49 18 1 3 50 1 49 6.77e-18 58.5
"M3" "oscillaginin" "826" "M3" "microginin" "826" 86.364 44 6 0 7 50 6 49 2.36e-26 80.1
"M3" "oscillaginin" "851" "M3" "microginin" "851" 91.837 49 4 0 2 50 1 49 6.02e-32 94
"M3" "oscillaginin" "876" "M3" "microginin" "876" 83.673 49 8 0 2 50 1 49 1.21e-28 85.9
"M3" "oscillaginin" "901" "M3" "microginin" "901" 85.714 49 7 0 2 50 1 49 1.08e-28 85.9
"M3" "oscillaginin" "926" "M3" "microginin" "926" 79.412 34 7 0 2 35 1 34 8.96e-18 57.4
