"Query_mod" "Query_bgc" "Query_frag" "Sub_mod" "Sub_bgc" "Sub_frag" "PID" "alignment_len" "mismatches" "gap" "q_start" "q_end" "s_start" "s_end" "e_value" "bit_score"
"M7" "iturin" "426" "M6" "mycosubtilin" "426" 58.537 41 17 0 10 50 10 50 1.03e-15 53.5
"M7" "iturin" "451" "M6" "mycosubtilin" "451" 76 50 12 0 1 50 1 50 6.42e-27 82
"M7" "iturin" "476" "M6" "mycosubtilin" "476" 86 50 7 0 1 50 1 50 2.28e-30 90.5
"M7" "iturin" "501" "M6" "mycosubtilin" "501" 94 50 3 0 1 50 1 50 1.75e-32 95.9
"M7" "iturin" "526" "M6" "mycosubtilin" "526" 86 50 7 0 1 50 1 50 1.82e-29 88.6
"M7" "iturin" "551" "M6" "mycosubtilin" "551" 75.51 49 12 0 2 50 2 50 1.38e-25 78.6
"M7" "iturin" "576" "M6" "mycosubtilin" "576" 80 50 10 0 1 50 1 50 1.52e-29 88.6
"M7" "iturin" "601" "M6" "mycosubtilin" "601" 88 50 6 0 1 50 1 50 8.11e-33 96.7
"M7" "iturin" "626" "M6" "mycosubtilin" "626" 84 50 8 0 1 50 1 50 7.06e-30 89.4
"M7" "iturin" "651" "M6" "mycosubtilin" "651" 76 50 12 0 1 50 1 50 1.27e-26 81.3
"M7" "iturin" "676" "M6" "mycosubtilin" "676" 75.51 49 12 0 2 50 2 50 5.01e-26 79.7
"M7" "iturin" "701" "M6" "mycosubtilin" "701" 80 50 10 0 1 50 1 50 3.59e-27 82.8
"M7" "iturin" "726" "M6" "mycosubtilin" "726" 84 50 8 0 1 50 1 50 1.1e-29 89
"M7" "iturin" "751" "M6" "mycosubtilin" "751" 84 50 8 0 1 50 1 50 3.92e-29 87.4
"M7" "iturin" "776" "M6" "mycosubtilin" "776" 80 50 10 0 1 50 1 50 1.87e-27 83.2
"M7" "iturin" "801" "M6" "mycosubtilin" "801" 80 50 10 0 1 50 1 50 1.45e-28 86.3
"M7" "iturin" "826" "M6" "mycosubtilin" "826" 90 50 5 0 1 50 1 50 1.56e-33 98.6
"M7" "iturin" "851" "M6" "mycosubtilin" "851" 76 50 12 0 1 50 1 50 3.88e-29 87.4
"M7" "iturin" "876" "M6" "mycosubtilin" "876" 46 50 27 0 1 50 1 50 3.18e-16 55.1
"M7" "iturin" "901" "M6" "mycosubtilin" "901" 50 50 25 0 1 50 1 50 5.37e-17 57
"M7" "iturin" "926" "M6" "mycosubtilin" "926" 62 50 19 0 1 50 1 50 1.91e-23 73.2
"M7" "iturin" "951" "M6" "mycosubtilin" "951" 60 50 20 0 1 50 1 50 2.21e-20 65.5
"M7" "iturin" "976" "M6" "mycosubtilin" "976" 51.02 49 24 0 2 50 2 50 1.66e-16 55.8
"M7" "iturin" "1001" "M6" "mycosubtilin" "1001" 35.417 48 31 0 1 48 1 48 4.67e-11 42
