"Query_mod" "Query_bgc" "Query_frag" "Sub_mod" "Sub_bgc" "Sub_frag" "PID" "alignment_len" "mismatches" "gap" "q_start" "q_end" "s_start" "s_end" "e_value" "bit_score"
"M1" "nostopeptinE" "1" "M1" "nostopeptinB" "1" 82.222 45 8 0 1 45 6 50 7.46e-26 79
"M1" "nostopeptinE" "26" "M1" "nostopeptinB" "26" 70.455 44 13 0 1 44 6 49 3.41e-19 62
"M1" "nostopeptinE" "51" "M1" "nostopeptinB" "51" 73.333 45 12 0 1 45 6 50 1.71e-21 67.8
"M1" "nostopeptinE" "76" "M1" "nostopeptinB" "76" 77.778 45 10 0 1 45 6 50 3.81e-24 74.7
"M1" "nostopeptinE" "101" "M1" "nostopeptinB" "101" 86.667 45 6 0 1 45 6 50 1.02e-26 81.3
"M1" "nostopeptinE" "126" "M1" "nostopeptinB" "126" 86.667 45 6 0 1 45 6 50 5.52e-27 81.6
"M1" "nostopeptinE" "151" "M1" "nostopeptinB" "151" 82.222 45 8 0 1 45 6 50 2.37e-25 77.8
"M1" "nostopeptinE" "176" "M1" "nostopeptinB" "176" 97.727 44 1 0 2 45 7 50 2.39e-30 90.1
"M1" "nostopeptinE" "201" "M1" "nostopeptinB" "201" 97.778 45 1 0 1 45 6 50 2.66e-30 90.1
"M1" "nostopeptinE" "226" "M1" "nostopeptinB" "226" 97.778 45 1 0 1 45 6 50 2.03e-29 87.8
"M1" "nostopeptinE" "251" "M1" "nostopeptinB" "251" 84.444 45 7 0 1 45 6 50 2.75e-26 80.1
"M1" "nostopeptinE" "276" "M1" "nostopeptinB" "276" 75.556 45 11 0 1 45 6 50 3.51e-23 72
"M1" "nostopeptinE" "301" "M1" "nostopeptinB" "301" 93.333 45 3 0 1 45 6 50 4.74e-29 87
"M1" "nostopeptinE" "326" "M1" "nostopeptinB" "326" 88.889 45 5 0 1 45 6 50 2.52e-28 85.1
"M1" "nostopeptinE" "351" "M1" "nostopeptinB" "351" 84.444 45 7 0 1 45 6 50 6.13e-28 84.3
"M1" "nostopeptinE" "376" "M1" "nostopeptinB" "376" 86.667 45 6 0 1 45 6 50 1.12e-29 88.6
"M1" "nostopeptinE" "401" "M1" "nostopeptinB" "401" 73.333 45 12 0 1 45 6 50 9.87e-25 76.3
"M1" "nostopeptinE" "426" "M1" "nostopeptinB" "426" 76.087 46 10 1 1 46 6 50 6.68e-15 51.2
"M1" "nostopeptinE" "451" "M1" "nostopeptinB" "451" 80.488 41 7 1 6 46 11 50 1.25e-22 70.9
"M1" "nostopeptinE" "476" "M1" "nostopeptinB" "476" 84.783 46 7 0 1 46 5 50 8.29e-27 81.3
"M1" "nostopeptinE" "501" "M1" "nostopeptinB" "501" 93.478 46 3 0 1 46 5 50 6.31e-29 86.7
"M1" "nostopeptinE" "526" "M1" "nostopeptinB" "526" 91.304 46 4 0 1 46 5 50 1.25e-28 85.9
"M1" "nostopeptinE" "551" "M1" "nostopeptinB" "551" 93.478 46 3 0 1 46 5 50 6.21e-30 89.4
"M1" "nostopeptinE" "576" "M1" "nostopeptinB" "576" 76.087 46 4 1 1 39 5 50 9.4e-21 65.9
"M1" "nostopeptinE" "601" "M1" "nostopeptinB" "601" 71.429 35 10 0 5 39 16 50 5.88e-17 56.6
"M1" "nostopeptinE" "626" "M1" "nostopeptinB" "626" 41.026 39 23 0 1 39 12 50 7.75e-11 40.8
"M1" "nostopeptinE" "651" "M1" "nostopeptinB" "651" 40.625 32 19 0 1 32 12 43 9.54e-07 30.8
"M1" "nostopeptinE" "726" "M1" "nostopeptinB" "726" 35.897 39 23 2 6 44 14 50 0.002 22.3
"M1" "nostopeptinE" "751" "M1" "nostopeptinB" "751" 40.476 42 21 1 7 48 13 50 6.33e-08 33.5
"M1" "nostopeptinE" "776" "M1" "nostopeptinB" "776" 70.588 34 10 0 15 48 17 50 1.12e-15 53.1
"M1" "nostopeptinE" "801" "M1" "nostopeptinB" "801" 73.913 46 12 0 1 46 3 48 2.72e-23 72.4
"M1" "nostopeptinE" "826" "M1" "nostopeptinB" "826" 75 48 8 1 1 44 3 50 1.49e-22 70.5
"M1" "nostopeptinE" "851" "M1" "nostopeptinB" "851" 95.455 44 2 0 1 44 7 50 1.81e-28 85.5
"M1" "nostopeptinE" "876" "M1" "nostopeptinB" "876" 88.636 44 5 0 1 44 7 50 5.2e-28 84.3
"M1" "nostopeptinE" "901" "M1" "nostopeptinB" "901" 84.615 26 4 0 1 26 7 32 2.49e-14 49.7
"M1" "nostopeptinE" "926" "M1" "nostopeptinB" "926" 93.548 31 2 0 20 50 9 39 6.38e-19 61.2
"M1" "nostopeptinE" "951" "M1" "nostopeptinB" "951" 89.744 39 4 0 12 50 1 39 1.46e-23 73.2
"M1" "nostopeptinE" "976" "M1" "nostopeptinB" "976" 92.308 39 3 0 12 50 1 39 9.08e-24 73.6
"M1" "nostopeptinE" "1001" "M1" "nostopeptinB" "1001" 100 39 0 0 12 50 1 39 3.4e-27 82.4
"M1" "nostopeptinE" "1026" "M1" "nostopeptinB" "1026" 94.872 39 2 0 12 50 1 39 1.23e-23 73.2
"M1" "nostopeptinE" "1051" "M1" "nostopeptinB" "1051" 75.862 29 7 0 12 40 1 29 5e-13 45.8
