"Query_mod" "Query_bgc" "Query_frag" "Sub_mod" "Sub_bgc" "Sub_frag" "PID" "alignment_len" "mismatches" "gap" "q_start" "q_end" "s_start" "s_end" "e_value" "bit_score"
"M5" "oscillapeptinE" "1" "M5" "cyanopeptolin984" "1" 88 50 6 0 1 50 1 50 1.05e-29 88.6
"M5" "oscillapeptinE" "26" "M5" "cyanopeptolin984" "26" 84 50 8 0 1 50 1 50 1.61e-29 88.2
"M5" "oscillapeptinE" "51" "M5" "cyanopeptolin984" "51" 92 50 4 0 1 50 1 50 1.82e-31 93.2
"M5" "oscillapeptinE" "76" "M5" "cyanopeptolin984" "76" 94 50 3 0 1 50 1 50 6.4e-30 89
"M5" "oscillapeptinE" "101" "M5" "cyanopeptolin984" "101" 98 50 1 0 1 50 1 50 9.42e-34 99
"M5" "oscillapeptinE" "126" "M5" "cyanopeptolin984" "126" 94 50 3 0 1 50 1 50 2.58e-34 100
"M5" "oscillapeptinE" "151" "M5" "cyanopeptolin984" "151" 88 50 6 0 1 50 1 50 2.08e-31 92.8
"M5" "oscillapeptinE" "176" "M5" "cyanopeptolin984" "176" 86 50 7 0 1 50 1 50 5.77e-31 91.7
"M5" "oscillapeptinE" "201" "M5" "cyanopeptolin984" "201" 93.75 48 3 0 3 50 3 50 3.86e-30 89.7
"M5" "oscillapeptinE" "226" "M5" "cyanopeptolin984" "226" 96 50 2 0 1 50 1 50 6.51e-33 96.7
"M5" "oscillapeptinE" "251" "M5" "cyanopeptolin984" "251" 98 50 1 0 1 50 1 50 4.92e-34 99.4
"M5" "oscillapeptinE" "276" "M5" "cyanopeptolin984" "276" 98 50 1 0 1 50 1 50 1.25e-35 103
"M5" "oscillapeptinE" "301" "M5" "cyanopeptolin984" "301" 98 50 1 0 1 50 1 50 7.86e-35 101
"M5" "oscillapeptinE" "326" "M5" "cyanopeptolin984" "326" 100 50 0 0 1 50 1 50 1.3e-34 100
"M5" "oscillapeptinE" "351" "M5" "cyanopeptolin984" "351" 100 50 0 0 1 50 1 50 1.95e-35 103
"M5" "oscillapeptinE" "376" "M5" "cyanopeptolin984" "376" 98 50 1 0 1 50 1 50 2.41e-34 100
"M5" "oscillapeptinE" "401" "M5" "cyanopeptolin984" "401" 98 50 1 0 1 50 1 50 8.72e-34 99
"M5" "oscillapeptinE" "426" "M5" "cyanopeptolin984" "426" 92 50 4 0 1 50 1 50 5.71e-33 96.7
"M5" "oscillapeptinE" "451" "M5" "cyanopeptolin984" "451" 80 50 10 0 1 50 1 50 1.21e-27 83.6
"M5" "oscillapeptinE" "476" "M5" "cyanopeptolin984" "476" 88 50 6 0 1 50 1 50 1.75e-30 90.5
"M5" "oscillapeptinE" "501" "M5" "cyanopeptolin984" "501" 88 50 6 0 1 50 1 50 3.63e-31 92.4
"M5" "oscillapeptinE" "526" "M5" "cyanopeptolin984" "526" 56 50 22 0 1 50 1 50 2.75e-20 64.7
"M5" "oscillapeptinE" "551" "M5" "cyanopeptolin984" "551" 39.583 48 29 0 2 49 2 49 1.57e-09 37.7
"M5" "oscillapeptinE" "576" "M5" "cyanopeptolin984" "576" 57.143 49 21 0 1 49 1 49 4.71e-17 56.6
"M5" "oscillapeptinE" "601" "M5" "cyanopeptolin984" "601" 65.517 29 10 0 1 29 1 29 4.98e-12 43.9
"M5" "oscillapeptinE" "651" "M5" "cyanopeptolin984" "651" 28.261 46 33 0 1 46 2 47 0.006 20.8
"M5" "oscillapeptinE" "726" "M5" "cyanopeptolin984" "726" 29.63 27 18 1 10 35 4 30 0.036 18.9
"M5" "oscillapeptinE" "751" "M5" "cyanopeptolin984" "751" 58.333 36 15 0 14 49 6 41 3.14e-12 44.7
"M5" "oscillapeptinE" "776" "M5" "cyanopeptolin984" "776" 88.095 42 5 0 9 50 1 42 5.84e-26 79.3
"M5" "oscillapeptinE" "801" "M5" "cyanopeptolin984" "801" 95.238 42 2 0 9 50 1 42 4.23e-27 82
"M5" "oscillapeptinE" "826" "M5" "cyanopeptolin984" "826" 92.857 42 3 0 9 50 1 42 1.76e-26 80.5
"M5" "oscillapeptinE" "851" "M5" "cyanopeptolin984" "851" 92.857 42 3 0 9 50 1 42 2.3e-26 80.1
"M5" "oscillapeptinE" "876" "M5" "cyanopeptolin984" "876" 88.095 42 5 0 9 50 1 42 1.16e-24 75.9
"M5" "oscillapeptinE" "901" "M5" "cyanopeptolin984" "901" 85.714 42 6 0 9 50 1 42 3.22e-24 74.7
"M5" "oscillapeptinE" "926" "M5" "cyanopeptolin984" "926" 85.366 41 6 0 9 49 1 41 1.92e-24 75.5
"M5" "oscillapeptinE" "951" "M5" "cyanopeptolin984" "951" 95.238 42 2 0 9 50 1 42 6.68e-28 84
"M5" "oscillapeptinE" "976" "M5" "cyanopeptolin984" "976" 95.238 42 2 0 9 50 1 42 3.42e-28 84.7
"M5" "oscillapeptinE" "1001" "M5" "cyanopeptolin984" "1001" 92.857 42 3 0 9 50 1 42 1.12e-26 80.9
"M5" "oscillapeptinE" "1026" "M5" "cyanopeptolin984" "1026" 89.744 39 4 0 9 47 1 39 2.17e-23 72.4
"M5" "oscillapeptinE" "1051" "M5" "cyanopeptolin984" "1051" 85.714 14 2 0 9 22 1 14 2.15e-06 28.1
