"Query_mod" "Query_bgc" "Query_frag" "Sub_mod" "Sub_bgc" "Sub_frag" "PID" "alignment_len" "mismatches" "gap" "q_start" "q_end" "s_start" "s_end" "e_value" "bit_score"
"M4" "bacillomycinF" "1" "M4" "bacillomycinD" "1" 96 50 2 0 1 50 1 50 5.82e-35 101
"M4" "bacillomycinF" "26" "M4" "bacillomycinD" "26" 98 50 1 0 1 50 1 50 2.85e-35 102
"M4" "bacillomycinF" "51" "M4" "bacillomycinD" "51" 88 50 6 0 1 50 1 50 1.57e-31 93.2
"M4" "bacillomycinF" "76" "M4" "bacillomycinD" "76" 90 50 5 0 1 50 1 50 1.84e-30 90.5
"M4" "bacillomycinF" "101" "M4" "bacillomycinD" "101" 98 50 1 0 1 50 1 50 4.35e-36 104
"M4" "bacillomycinF" "126" "M4" "bacillomycinD" "126" 92 50 4 0 1 50 1 50 4.07e-34 99.8
"M4" "bacillomycinF" "151" "M4" "bacillomycinD" "151" 92 50 4 0 1 50 1 50 1.95e-32 95.5
"M4" "bacillomycinF" "176" "M4" "bacillomycinD" "176" 92 50 4 0 1 50 1 50 6.85e-33 96.7
"M4" "bacillomycinF" "201" "M4" "bacillomycinD" "201" 90 50 5 0 1 50 1 50 2.07e-31 92.8
"M4" "bacillomycinF" "226" "M4" "bacillomycinD" "226" 94 50 3 0 1 50 1 50 1.78e-32 95.5
"M4" "bacillomycinF" "251" "M4" "bacillomycinD" "251" 96 50 2 0 1 50 1 50 1.61e-33 98.2
"M4" "bacillomycinF" "276" "M4" "bacillomycinD" "276" 84 50 8 0 1 50 1 50 4.82e-31 92
"M4" "bacillomycinF" "301" "M4" "bacillomycinD" "301" 82 50 9 0 1 50 1 50 9.25e-30 88.6
"M4" "bacillomycinF" "326" "M4" "bacillomycinD" "326" 76 50 11 1 1 50 1 49 7.28e-25 76.3
"M4" "bacillomycinF" "351" "M4" "bacillomycinD" "351" 68 50 15 1 1 50 1 49 1.64e-22 70.5
"M4" "bacillomycinF" "376" "M4" "bacillomycinD" "376" 73.469 49 13 0 2 50 1 49 9.6e-27 81.3
"M4" "bacillomycinF" "401" "M4" "bacillomycinD" "401" 71.429 49 14 0 2 50 1 49 1.1e-22 70.9
"M4" "bacillomycinF" "426" "M4" "bacillomycinD" "426" 59.574 47 18 1 2 48 1 46 1.23e-14 50.4
"M4" "bacillomycinF" "451" "M4" "bacillomycinD" "451" 47.727 44 23 0 6 49 4 47 3.84e-14 49.3
"M4" "bacillomycinF" "476" "M4" "bacillomycinD" "476" 34.783 46 30 0 5 50 3 48 1.36e-10 40.4
"M4" "bacillomycinF" "501" "M4" "bacillomycinD" "501" 51.064 47 23 0 4 50 2 48 1.13e-15 53.1
"M4" "bacillomycinF" "526" "M4" "bacillomycinD" "526" 54.054 37 17 0 3 39 1 37 7.19e-13 46.2
"M4" "bacillomycinF" "576" "M4" "bacillomycinD" "576" 50 44 21 1 7 49 3 46 2.48e-12 44.7
"M4" "bacillomycinF" "601" "M4" "bacillomycinD" "601" 70.833 24 7 0 5 28 2 25 3.61e-11 42
"M4" "bacillomycinF" "626" "M4" "bacillomycinD" "626" 38.462 39 24 0 12 50 7 45 1.89e-06 30
"M4" "bacillomycinF" "676" "M4" "bacillomycinD" "676" 27.083 48 32 2 6 50 1 48 0.034 18.9
"M4" "bacillomycinF" "701" "M4" "bacillomycinD" "701" 38.095 21 10 1 17 37 15 32 0.12 17.7
"M4" "bacillomycinF" "726" "M4" "bacillomycinD" "726" 40 25 14 1 22 46 16 39 0.005 21.2
"M4" "bacillomycinF" "751" "M4" "bacillomycinD" "751" 50 20 10 0 31 50 20 39 8.51e-06 28.1
"M4" "bacillomycinF" "776" "M4" "bacillomycinD" "776" 55.556 36 16 0 14 49 3 38 2.92e-14 49.7
"M4" "bacillomycinF" "801" "M4" "bacillomycinD" "801" 61.538 39 15 0 12 50 1 39 8.74e-14 48.5
"M4" "bacillomycinF" "826" "M4" "bacillomycinD" "826" 76.471 34 8 0 17 50 6 39 4.54e-17 56.6
"M4" "bacillomycinF" "851" "M4" "bacillomycinD" "851" 46.154 39 21 0 12 50 1 39 2.3e-10 39.7
"M4" "bacillomycinF" "876" "M4" "bacillomycinD" "876" 38.462 39 24 0 12 50 1 39 1.62e-06 30
"M4" "bacillomycinF" "901" "M4" "bacillomycinD" "901" 50 32 16 0 19 50 8 39 6.97e-10 38.5
"M4" "bacillomycinF" "926" "M4" "bacillomycinD" "926" 48.571 35 18 0 16 50 5 39 4.21e-10 39.3
"M4" "bacillomycinF" "951" "M4" "bacillomycinD" "951" 64.706 34 12 0 17 50 6 39 2.72e-15 52.4
"M4" "bacillomycinF" "976" "M4" "bacillomycinD" "976" 61.538 39 15 0 12 50 1 39 4.88e-18 59.3
"M4" "bacillomycinF" "1001" "M4" "bacillomycinD" "1001" 52.632 38 18 0 13 50 2 39 1.57e-12 45.1
"M4" "bacillomycinF" "1026" "M4" "bacillomycinD" "1026" 45.455 22 12 0 12 33 1 22 3.85e-05 25.4
