"Query_mod" "Query_bgc" "Query_frag" "Sub_mod" "Sub_bgc" "Sub_frag" "PID" "alignment_len" "mismatches" "gap" "q_start" "q_end" "s_start" "s_end" "e_value" "bit_score"
"M7" "iturin" "1" "M7" "bacillomycinF" "1" 88 50 6 0 1 50 1 50 8.92e-30 88.6
"M7" "iturin" "26" "M7" "bacillomycinF" "26" 84 50 8 0 1 50 1 50 1.18e-28 85.9
"M7" "iturin" "51" "M7" "bacillomycinF" "51" 76 50 12 0 1 50 1 50 8.66e-27 81.3
"M7" "iturin" "76" "M7" "bacillomycinF" "76" 74 50 13 0 1 50 1 50 6.69e-26 79
"M7" "iturin" "101" "M7" "bacillomycinF" "101" 82 50 9 0 1 50 1 50 1.02e-30 91.3
"M7" "iturin" "126" "M7" "bacillomycinF" "126" 87.5 48 6 0 3 50 3 50 2.36e-32 95.1
"M7" "iturin" "151" "M7" "bacillomycinF" "151" 70 50 15 0 1 50 1 50 8.61e-26 78.6
"M7" "iturin" "176" "M7" "bacillomycinF" "176" 64.444 45 16 0 1 45 1 45 4.23e-20 64.3
"M7" "iturin" "201" "M7" "bacillomycinF" "201" 64 50 18 0 1 50 1 50 1.24e-20 65.9
"M7" "iturin" "226" "M7" "bacillomycinF" "226" 76 50 12 0 1 50 1 50 1.6e-27 83.2
"M7" "iturin" "251" "M7" "bacillomycinF" "251" 91.667 48 4 0 1 48 1 48 8.09e-32 94
"M7" "iturin" "276" "M7" "bacillomycinF" "276" 84 50 8 0 1 50 1 50 2.83e-29 87.4
"M7" "iturin" "301" "M7" "bacillomycinF" "301" 88 50 6 0 1 50 1 50 2.16e-30 90.5
"M7" "iturin" "326" "M7" "bacillomycinF" "326" 86 50 7 0 1 50 1 50 1.02e-29 88.6
"M7" "iturin" "351" "M7" "bacillomycinF" "351" 80 50 10 0 1 50 1 50 2.14e-28 85.1
"M7" "iturin" "376" "M7" "bacillomycinF" "376" 74 50 13 0 1 50 1 50 1.84e-27 82.8
"M7" "iturin" "401" "M7" "bacillomycinF" "401" 68 50 16 0 1 50 1 50 6.32e-24 73.9
"M7" "iturin" "426" "M7" "bacillomycinF" "426" 74 50 13 0 1 50 1 50 1.48e-26 80.5
"M7" "iturin" "451" "M7" "bacillomycinF" "451" 72 50 14 0 1 50 1 50 4.4e-26 79.3
"M7" "iturin" "476" "M7" "bacillomycinF" "476" 64 50 18 0 1 50 1 50 1.04e-21 68.6
"M7" "iturin" "501" "M7" "bacillomycinF" "501" 66 50 17 0 1 50 1 50 7.99e-23 71.2
"M7" "iturin" "526" "M7" "bacillomycinF" "526" 57.143 49 21 0 1 49 1 49 7.22e-21 66.2
"M7" "iturin" "551" "M7" "bacillomycinF" "551" 36.735 49 31 0 1 49 1 49 3.63e-09 36.6
"M7" "iturin" "576" "M7" "bacillomycinF" "576" 53.191 47 22 0 4 50 4 50 1.44e-17 58.2
"M7" "iturin" "601" "M7" "bacillomycinF" "601" 46.341 41 22 0 1 41 1 41 1.78e-13 47.8
"M7" "iturin" "626" "M7" "bacillomycinF" "626" 39.13 23 14 0 24 46 24 46 0.001 22.3
"M7" "iturin" "651" "M7" "bacillomycinF" "651" 34.694 49 32 0 1 49 1 49 1.43e-09 37.7
"M7" "iturin" "676" "M7" "bacillomycinF" "676" 25 40 30 0 2 41 2 41 0.001 23.1
"M7" "iturin" "701" "M7" "bacillomycinF" "701" 25 20 15 0 22 41 17 36 0.12 17.7
"M7" "iturin" "726" "M7" "bacillomycinF" "726" 37.778 45 25 2 6 50 1 42 1.12e-06 30.4
"M7" "iturin" "751" "M7" "bacillomycinF" "751" 38.889 36 21 1 10 44 2 37 0.000866 23.1
"M7" "iturin" "776" "M7" "bacillomycinF" "776" 53.488 43 19 1 8 50 1 42 5.94e-13 46.2
"M7" "iturin" "801" "M7" "bacillomycinF" "801" 73.81 42 11 0 9 50 1 42 2.48e-22 70.1
"M7" "iturin" "826" "M7" "bacillomycinF" "826" 85.366 41 6 0 10 50 2 42 8.48e-27 81.3
"M7" "iturin" "851" "M7" "bacillomycinF" "851" 88.095 42 5 0 9 50 1 42 4.4e-24 74.3
"M7" "iturin" "876" "M7" "bacillomycinF" "876" 85.714 42 6 0 9 50 1 42 5.76e-25 76.6
"M7" "iturin" "901" "M7" "bacillomycinF" "901" 90.476 42 4 0 9 50 1 42 2.72e-28 85.1
"M7" "iturin" "926" "M7" "bacillomycinF" "926" 90.476 42 4 0 9 50 1 42 1.95e-26 80.5
"M7" "iturin" "951" "M7" "bacillomycinF" "951" 83.784 37 6 0 9 45 1 37 6.51e-21 66.2
"M7" "iturin" "976" "M7" "bacillomycinF" "976" 83.333 12 2 0 9 20 1 12 1.68e-05 25.8
