"Query_mod" "Query_bgc" "Query_frag" "Sub_mod" "Sub_bgc" "Sub_frag" "PID" "alignment_len" "mismatches" "gap" "q_start" "q_end" "s_start" "s_end" "e_value" "bit_score"
"M2" "anabaenolysinC" "26" "M2" "anabaenolysinA" "26" 100 29 0 0 22 50 22 50 2.85e-19 62.4
"M2" "anabaenolysinC" "51" "M2" "anabaenolysinA" "51" 96 50 2 0 1 50 1 50 6.77e-34 99.4
"M2" "anabaenolysinC" "76" "M2" "anabaenolysinA" "76" 96 50 2 0 1 50 1 50 1.43e-33 98.6
"M2" "anabaenolysinC" "101" "M2" "anabaenolysinA" "101" 98 50 1 0 1 50 1 50 3.83e-34 99.8
"M2" "anabaenolysinC" "126" "M2" "anabaenolysinA" "126" 98 50 1 0 1 50 1 50 3.78e-34 99.8
"M2" "anabaenolysinC" "151" "M2" "anabaenolysinA" "151" 100 50 0 0 1 50 1 50 4.9e-35 102
"M2" "anabaenolysinC" "176" "M2" "anabaenolysinA" "176" 93.878 49 3 0 1 49 1 49 6.1e-33 96.7
"M2" "anabaenolysinC" "201" "M2" "anabaenolysinA" "201" 78 50 11 0 1 50 1 50 2e-27 82.8
"M2" "anabaenolysinC" "226" "M2" "anabaenolysinA" "226" 80.851 47 9 0 2 48 2 48 7.7e-28 84
"M2" "anabaenolysinC" "251" "M2" "anabaenolysinA" "251" 86 50 7 0 1 50 1 50 9.77e-31 91.3
"M2" "anabaenolysinC" "276" "M2" "anabaenolysinA" "276" 94 50 3 0 1 50 1 50 1.41e-33 98.6
"M2" "anabaenolysinC" "301" "M2" "anabaenolysinA" "301" 88 50 6 0 1 50 1 50 3.38e-30 89.7
"M2" "anabaenolysinC" "326" "M2" "anabaenolysinA" "326" 82 50 9 0 1 50 1 50 1.43e-28 85.9
"M2" "anabaenolysinC" "351" "M2" "anabaenolysinA" "351" 85.714 49 7 0 2 50 2 50 3.68e-31 92.4
"M2" "anabaenolysinC" "376" "M2" "anabaenolysinA" "376" 82 50 9 0 1 50 1 50 3.09e-28 85.1
"M2" "anabaenolysinC" "401" "M2" "anabaenolysinA" "401" 80 50 10 0 1 50 1 50 2.24e-27 82.8
"M2" "anabaenolysinC" "426" "M2" "anabaenolysinA" "426" 76 50 12 0 1 50 1 50 6.02e-29 86.7
"M2" "anabaenolysinC" "451" "M2" "anabaenolysinA" "451" 68 50 16 0 1 50 1 50 9.84e-25 76.3
"M2" "anabaenolysinC" "476" "M2" "anabaenolysinA" "476" 70 50 15 0 1 50 1 50 1.15e-25 78.6
"M2" "anabaenolysinC" "501" "M2" "anabaenolysinA" "501" 77.551 49 11 0 1 49 1 49 1.51e-26 80.9
"M2" "anabaenolysinC" "526" "M2" "anabaenolysinA" "526" 88 50 6 0 1 50 1 50 1.96e-29 87.8
"M2" "anabaenolysinC" "551" "M2" "anabaenolysinA" "551" 84 50 8 0 1 50 1 50 5.89e-29 86.7
"M2" "anabaenolysinC" "576" "M2" "anabaenolysinA" "576" 57.143 35 15 0 1 35 1 35 6.19e-13 46.2
"M2" "anabaenolysinC" "626" "M2" "anabaenolysinA" "626" 44.898 49 27 0 1 49 1 49 6.54e-13 46.2
"M2" "anabaenolysinC" "651" "M2" "anabaenolysinA" "651" 48.936 47 24 0 4 50 4 50 1.95e-15 52.8
"M2" "anabaenolysinC" "676" "M2" "anabaenolysinA" "676" 32 50 34 0 1 50 1 50 3.5e-08 34.3
"M2" "anabaenolysinC" "701" "M2" "anabaenolysinA" "701" 35.417 48 31 0 3 50 3 50 7.9e-10 38.5
"M2" "anabaenolysinC" "751" "M2" "anabaenolysinA" "751" 35.417 48 31 0 2 49 2 49 5.68e-09 36.2
"M2" "anabaenolysinC" "776" "M2" "anabaenolysinA" "776" 42.553 47 27 0 1 47 1 47 7.98e-10 38.5
"M2" "anabaenolysinC" "801" "M2" "anabaenolysinA" "801" 39.583 48 29 0 3 50 3 50 1.49e-10 40.4
"M2" "anabaenolysinC" "826" "M2" "anabaenolysinA" "826" 55.102 49 22 0 2 50 2 50 9.48e-18 58.5
"M2" "anabaenolysinC" "851" "M2" "anabaenolysinA" "851" 75.51 49 12 0 1 49 1 49 2.26e-27 82.8
"M2" "anabaenolysinC" "876" "M2" "anabaenolysinA" "876" 75.51 49 12 0 2 50 2 50 5.57e-27 81.6
"M2" "anabaenolysinC" "901" "M2" "anabaenolysinA" "901" 86 50 7 0 1 50 1 50 3.06e-30 90.1
"M2" "anabaenolysinC" "926" "M2" "anabaenolysinA" "926" 92 50 4 0 1 50 1 50 2.05e-31 92.8
"M2" "anabaenolysinC" "951" "M2" "anabaenolysinA" "951" 86 50 7 0 1 50 1 50 1.34e-30 90.9
"M2" "anabaenolysinC" "976" "M2" "anabaenolysinA" "976" 90 50 5 0 1 50 1 50 1.43e-31 93.2
"M2" "anabaenolysinC" "1001" "M2" "anabaenolysinA" "1001" 94 50 3 0 1 50 1 50 7.27e-33 96.7
"M2" "anabaenolysinC" "1026" "M2" "anabaenolysinA" "1026" 96 50 2 0 1 50 1 50 1.25e-34 100
"M2" "anabaenolysinC" "1051" "M2" "anabaenolysinA" "1051" 98 50 1 0 1 50 1 50 1.27e-34 100
"M2" "anabaenolysinC" "1076" "M2" "anabaenolysinA" "1076" 98 50 1 0 1 50 1 50 6.1e-33 96.7
"M2" "anabaenolysinC" "1101" "M2" "anabaenolysinA" "1101" 94.444 36 2 0 1 36 1 36 9.22e-22 67.8
"M2" "anabaenolysinC" "1126" "M2" "anabaenolysinA" "1126" 90.909 11 1 0 1 11 1 11 8.92e-05 23.1
