"Query_mod" "Query_bgc" "Query_frag" "Sub_mod" "Sub_bgc" "Sub_frag" "PID" "alignment_len" "mismatches" "gap" "q_start" "q_end" "s_start" "s_end" "e_value" "bit_score"
"M7" "polymyxinP" "1" "M7" "polymyxinB" "1" 96 50 2 0 1 50 1 50 1.12e-35 103
"M7" "polymyxinP" "26" "M7" "polymyxinB" "26" 96 50 2 0 1 50 1 50 2.19e-35 102
"M7" "polymyxinP" "51" "M7" "polymyxinB" "51" 96 50 2 0 1 50 1 50 1.08e-34 101
"M7" "polymyxinP" "76" "M7" "polymyxinB" "76" 94 50 3 0 1 50 1 50 4.14e-33 97.1
"M7" "polymyxinP" "101" "M7" "polymyxinB" "101" 96 50 2 0 1 50 1 50 1.18e-35 103
"M7" "polymyxinP" "126" "M7" "polymyxinB" "126" 98 50 1 0 1 50 1 50 3.42e-36 104
"M7" "polymyxinP" "151" "M7" "polymyxinB" "151" 98 50 1 0 1 50 1 50 6.11e-34 99.4
"M7" "polymyxinP" "176" "M7" "polymyxinB" "176" 100 50 0 0 1 50 1 50 2.18e-36 105
"M7" "polymyxinP" "201" "M7" "polymyxinB" "201" 98 50 1 0 1 50 1 50 5.95e-35 101
"M7" "polymyxinP" "226" "M7" "polymyxinB" "226" 98 50 1 0 1 50 1 50 2.06e-34 100
"M7" "polymyxinP" "251" "M7" "polymyxinB" "251" 100 50 0 0 1 50 1 50 2.17e-35 102
"M7" "polymyxinP" "276" "M7" "polymyxinB" "276" 100 50 0 0 1 50 1 50 1.11e-35 103
"M7" "polymyxinP" "301" "M7" "polymyxinB" "301" 100 50 0 0 1 50 1 50 6.39e-36 104
"M7" "polymyxinP" "326" "M7" "polymyxinB" "326" 100 50 0 0 1 50 1 50 8.99e-36 103
"M7" "polymyxinP" "351" "M7" "polymyxinB" "351" 100 50 0 0 1 50 1 50 1.8e-35 103
"M7" "polymyxinP" "376" "M7" "polymyxinB" "376" 98 50 1 0 1 50 1 50 6.98e-34 99
"M7" "polymyxinP" "401" "M7" "polymyxinB" "401" 96 50 2 0 1 50 1 50 2.59e-32 95.1
"M7" "polymyxinP" "426" "M7" "polymyxinB" "426" 92 50 4 0 1 50 1 50 8.82e-31 91.3
"M7" "polymyxinP" "451" "M7" "polymyxinB" "451" 76 50 12 0 1 50 1 50 7.37e-25 76.3
"M7" "polymyxinP" "476" "M7" "polymyxinB" "476" 62.5 48 18 0 3 50 3 50 1.67e-18 60.5
"M7" "polymyxinP" "501" "M7" "polymyxinB" "501" 67.347 49 16 0 2 50 2 50 3.26e-23 72
"M7" "polymyxinP" "526" "M7" "polymyxinB" "526" 66.667 45 15 0 1 45 1 45 5.55e-22 68.9
"M7" "polymyxinP" "551" "M7" "polymyxinB" "551" 43.75 32 18 0 1 32 1 32 3.52e-06 29.3
"M7" "polymyxinP" "576" "M7" "polymyxinB" "576" 62.069 29 11 0 22 50 14 42 1.49e-09 37.7
"M7" "polymyxinP" "601" "M7" "polymyxinB" "601" 54.762 42 18 1 9 50 1 41 3.72e-14 49.3
"M7" "polymyxinP" "626" "M7" "polymyxinB" "626" 30.952 42 28 1 9 50 1 41 6.54e-05 25.8
"M7" "polymyxinP" "651" "M7" "polymyxinB" "651" 34.146 41 27 0 10 50 1 41 2.14e-07 32.3
"M7" "polymyxinP" "701" "M7" "polymyxinB" "701" 35.714 28 16 1 11 38 1 26 0.026 19.2
"M7" "polymyxinP" "726" "M7" "polymyxinB" "726" 39.13 23 14 0 28 50 16 38 5e-04 23.9
"M7" "polymyxinP" "751" "M7" "polymyxinB" "751" 36.111 36 23 0 13 48 1 36 6.98e-07 30.8
"M7" "polymyxinP" "776" "M7" "polymyxinB" "776" 55.263 38 17 0 13 50 1 38 5.12e-13 46.6
"M7" "polymyxinP" "801" "M7" "polymyxinB" "801" 73.684 38 10 0 13 50 1 38 2.36e-19 62.4
"M7" "polymyxinP" "826" "M7" "polymyxinB" "826" 71.053 38 11 0 13 50 1 38 7.44e-20 63.5
"M7" "polymyxinP" "851" "M7" "polymyxinB" "851" 65.789 38 13 0 13 50 1 38 2.55e-15 52.4
"M7" "polymyxinP" "876" "M7" "polymyxinB" "876" 50 38 19 0 13 50 1 38 6.25e-12 43.9
"M7" "polymyxinP" "901" "M7" "polymyxinB" "901" 56.757 37 16 0 14 50 2 38 1.21e-15 53.1
"M7" "polymyxinP" "926" "M7" "polymyxinB" "926" 57.895 38 16 0 13 50 1 38 1.88e-15 52.8
"M7" "polymyxinP" "951" "M7" "polymyxinB" "951" 45.714 35 19 0 16 50 4 38 1.14e-07 33.1
"M7" "polymyxinP" "976" "M7" "polymyxinB" "976" 84.211 38 6 0 13 50 1 38 4.39e-20 64.3
"M7" "polymyxinP" "1001" "M7" "polymyxinB" "1001" 100 38 0 0 13 50 1 38 1.01e-25 78.6
"M7" "polymyxinP" "1026" "M7" "polymyxinB" "1026" 100 24 0 0 13 36 1 24 6.29e-14 47.8
