"Query_mod" "Query_bgc" "Query_frag" "Sub_mod" "Sub_bgc" "Sub_frag" "PID" "alignment_len" "mismatches" "gap" "q_start" "q_end" "s_start" "s_end" "e_value" "bit_score"
"M7" "cyanopeptolin963A" "1" "M2" "oscillaginin" "1" 52 50 24 0 1 50 1 50 6.19e-16 54.3
"M7" "cyanopeptolin963A" "26" "M2" "oscillaginin" "26" 51.02 49 24 0 1 49 1 49 2.94e-15 52.4
"M7" "cyanopeptolin963A" "51" "M2" "oscillaginin" "51" 43.243 37 21 0 1 37 1 37 3.19e-06 29.6
"M7" "cyanopeptolin963A" "76" "M2" "oscillaginin" "76" 58.824 17 7 0 33 49 29 45 0.002 22.3
"M7" "cyanopeptolin963A" "101" "M2" "oscillaginin" "101" 53.659 41 19 0 8 48 4 44 9.09e-16 53.9
"M7" "cyanopeptolin963A" "126" "M2" "oscillaginin" "126" 60.87 46 18 0 5 50 1 46 5.63e-18 59.3
"M7" "cyanopeptolin963A" "151" "M2" "oscillaginin" "151" 67.391 46 15 0 5 50 1 46 4.59e-20 64.7
"M7" "cyanopeptolin963A" "176" "M2" "oscillaginin" "176" 63.043 46 17 0 5 50 1 46 1.85e-19 63.2
"M7" "cyanopeptolin963A" "201" "M2" "oscillaginin" "201" 58.696 46 19 0 5 50 1 46 1.13e-15 53.5
"M7" "cyanopeptolin963A" "226" "M2" "oscillaginin" "226" 67.391 46 15 0 5 50 1 46 3.98e-20 64.7
"M7" "cyanopeptolin963A" "251" "M2" "oscillaginin" "251" 68.889 45 14 0 5 49 1 45 2.1e-20 65.5
"M7" "cyanopeptolin963A" "276" "M2" "oscillaginin" "276" 54.348 46 21 0 5 50 1 46 6.7e-15 51.6
"M7" "cyanopeptolin963A" "301" "M2" "oscillaginin" "301" 60.87 46 18 0 5 50 1 46 2.76e-18 60.1
"M7" "cyanopeptolin963A" "326" "M2" "oscillaginin" "326" 58.537 41 17 0 5 45 1 41 1.65e-14 50.4
"M7" "cyanopeptolin963A" "351" "M2" "oscillaginin" "351" 40.476 42 24 1 5 46 1 41 8.82e-06 28.5
"M7" "cyanopeptolin963A" "376" "M2" "oscillaginin" "376" 51.111 45 22 0 6 50 1 45 7.9e-15 51.6
"M7" "cyanopeptolin963A" "401" "M2" "oscillaginin" "401" 47.727 44 23 0 6 49 1 44 3.46e-11 42.4
"M7" "cyanopeptolin963A" "426" "M2" "oscillaginin" "426" 64.103 39 14 0 12 50 7 45 8.96e-17 56.2
"M7" "cyanopeptolin963A" "451" "M2" "oscillaginin" "451" 71.111 45 13 0 6 50 1 45 7.41e-21 66.6
"M7" "cyanopeptolin963A" "476" "M2" "oscillaginin" "476" 66.667 45 15 0 6 50 1 45 2.23e-19 62.8
"M7" "cyanopeptolin963A" "501" "M2" "oscillaginin" "501" 75.556 45 11 0 6 50 1 45 3.29e-23 72.4
"M7" "cyanopeptolin963A" "526" "M2" "oscillaginin" "526" 82.222 45 8 0 6 50 1 45 4.16e-25 77.4
"M7" "cyanopeptolin963A" "551" "M2" "oscillaginin" "551" 80 45 9 0 6 50 1 45 1.96e-24 75.9
"M7" "cyanopeptolin963A" "576" "M2" "oscillaginin" "576" 88.889 45 5 0 6 50 1 45 1.38e-28 86.3
"M7" "cyanopeptolin963A" "601" "M2" "oscillaginin" "601" 84.444 45 7 0 6 50 1 45 9.6e-27 81.6
"M7" "cyanopeptolin963A" "626" "M2" "oscillaginin" "626" 86.667 45 6 0 6 50 1 45 3.27e-27 82.8
"M7" "cyanopeptolin963A" "651" "M2" "oscillaginin" "651" 86.667 45 6 0 6 50 1 45 9.98e-28 84
"M7" "cyanopeptolin963A" "676" "M2" "oscillaginin" "676" 91.111 45 4 0 6 50 1 45 8.99e-27 81.6
"M7" "cyanopeptolin963A" "701" "M2" "oscillaginin" "701" 88.889 45 5 0 6 50 1 45 1.59e-26 80.9
"M7" "cyanopeptolin963A" "726" "M2" "oscillaginin" "726" 84.444 45 7 0 6 50 1 45 6.08e-26 79.3
"M7" "cyanopeptolin963A" "751" "M2" "oscillaginin" "751" 82.222 45 8 0 6 50 1 45 3.68e-25 77.4
"M7" "cyanopeptolin963A" "776" "M2" "oscillaginin" "776" 82.222 45 8 0 6 50 1 45 3.23e-25 77.8
"M7" "cyanopeptolin963A" "801" "M2" "oscillaginin" "801" 85.714 28 4 0 6 33 1 28 1.54e-15 53.1
"M7" "cyanopeptolin963A" "826" "M2" "oscillaginin" "826" 75.676 37 9 0 14 50 1 37 1.99e-17 58.2
"M7" "cyanopeptolin963A" "851" "M2" "oscillaginin" "851" 90.909 33 3 0 14 46 1 33 7.04e-20 64.3
"M7" "cyanopeptolin963A" "876" "M2" "oscillaginin" "876" 54.054 37 17 0 14 50 1 37 4.86e-11 42
"M7" "cyanopeptolin963A" "901" "M2" "oscillaginin" "901" 34.375 32 21 0 14 45 1 32 0.002 22.7
