"Query_mod" "Query_bgc" "Query_frag" "Sub_mod" "Sub_bgc" "Sub_frag" "PID" "alignment_len" "mismatches" "gap" "q_start" "q_end" "s_start" "s_end" "e_value" "bit_score"
"M6" "anabaenopeptin915" "1" "M1" "nostopeptolide" "1" 28.947 38 27 0 6 43 3 40 1.3e-06 30.4
"M6" "anabaenopeptin915" "26" "M1" "nostopeptolide" "26" 25.641 39 29 0 5 43 2 40 0.000512 23.9
"M6" "anabaenopeptin915" "51" "M1" "nostopeptolide" "51" 24.39 41 27 1 4 44 1 37 0.058 18.5
"M6" "anabaenopeptin915" "76" "M1" "nostopeptolide" "76" 33.333 15 10 0 33 47 25 39 0.63 15.8
"M6" "anabaenopeptin915" "101" "M1" "nostopeptolide" "101" 38.095 42 26 0 9 50 1 42 1.64e-09 37.7
"M6" "anabaenopeptin915" "126" "M1" "nostopeptolide" "126" 41.667 24 14 0 9 32 1 24 1.39e-05 27.7
"M6" "anabaenopeptin915" "151" "M1" "nostopeptolide" "151" 34.615 26 17 0 25 50 24 49 0.16 17.3
"M6" "anabaenopeptin915" "176" "M1" "nostopeptolide" "176" 42.857 49 28 0 2 50 1 49 4.76e-11 41.6
"M6" "anabaenopeptin915" "201" "M1" "nostopeptolide" "201" 43.182 44 25 0 7 50 6 49 1.83e-09 37.4
"M6" "anabaenopeptin915" "226" "M1" "nostopeptolide" "226" 45.833 48 26 0 3 50 2 49 1.41e-10 40.4
"M6" "anabaenopeptin915" "251" "M1" "nostopeptolide" "251" 46.939 49 26 0 2 50 1 49 3.93e-14 49.3
"M6" "anabaenopeptin915" "276" "M1" "nostopeptolide" "276" 36.17 47 30 0 2 48 1 47 1.11e-09 38.1
"M6" "anabaenopeptin915" "301" "M1" "nostopeptolide" "301" 44.681 47 26 0 3 49 2 48 4.75e-13 46.6
"M6" "anabaenopeptin915" "326" "M1" "nostopeptolide" "326" 51.724 29 14 0 2 30 1 29 1.13e-08 35.4
"M6" "anabaenopeptin915" "376" "M1" "nostopeptolide" "376" 55.556 36 16 0 6 41 14 49 4.26e-12 44.3
"M6" "anabaenopeptin915" "401" "M1" "nostopeptolide" "401" 54.762 42 19 0 1 42 9 50 1.35e-12 45.4
"M6" "anabaenopeptin915" "426" "M1" "nostopeptolide" "426" 45 40 21 1 1 39 9 48 5.58e-08 33.9
"M6" "anabaenopeptin915" "451" "M1" "nostopeptolide" "451" 53.659 41 19 0 1 41 10 50 3.93e-14 49.3
"M6" "anabaenopeptin915" "476" "M1" "nostopeptolide" "476" 63.333 30 11 0 1 30 10 39 4.97e-12 43.9
"M6" "anabaenopeptin915" "501" "M1" "nostopeptolide" "501" 59.524 42 16 1 1 42 10 50 7.47e-16 53.5
"M6" "anabaenopeptin915" "526" "M1" "nostopeptolide" "526" 57.143 42 18 0 1 42 9 50 7.7e-20 63.5
"M6" "anabaenopeptin915" "576" "M1" "nostopeptolide" "576" 44.737 38 17 2 10 44 14 50 2.09e-06 29.6
"M6" "anabaenopeptin915" "601" "M1" "nostopeptolide" "601" 80.556 36 7 0 9 44 15 50 2.77e-20 64.7
"M6" "anabaenopeptin915" "626" "M1" "nostopeptolide" "626" 77.273 44 10 0 1 44 7 50 4.44e-23 72
"M6" "anabaenopeptin915" "651" "M1" "nostopeptolide" "651" 79.545 44 9 0 1 44 7 50 4.69e-23 72
"M6" "anabaenopeptin915" "676" "M1" "nostopeptolide" "676" 60.465 43 17 0 1 43 7 49 5.54e-17 56.6
"M6" "anabaenopeptin915" "701" "M1" "nostopeptolide" "701" 86.364 44 6 0 1 44 7 50 3.22e-26 79.7
"M6" "anabaenopeptin915" "726" "M1" "nostopeptolide" "726" 93.182 44 3 0 1 44 7 50 1.33e-29 88.2
"M6" "anabaenopeptin915" "751" "M1" "nostopeptolide" "751" 77.273 44 10 0 1 44 7 50 6.78e-24 73.9
"M6" "anabaenopeptin915" "776" "M1" "nostopeptolide" "776" 67.442 43 14 0 2 44 8 50 2.16e-19 62.8
"M6" "anabaenopeptin915" "801" "M1" "nostopeptolide" "801" 63.333 30 11 0 1 30 7 36 1.27e-12 45.4
"M6" "anabaenopeptin915" "826" "M1" "nostopeptolide" "826" 60 15 6 0 15 29 36 50 0.00048 23.9
"M6" "anabaenopeptin915" "851" "M1" "nostopeptolide" "851" 77.778 27 6 0 3 29 24 50 5.23e-14 48.9
"M6" "anabaenopeptin915" "901" "M1" "nostopeptolide" "901" 38.462 26 11 1 1 21 23 48 0.47 16.2
"M6" "anabaenopeptin915" "926" "M1" "nostopeptolide" "926" 64 25 9 0 3 27 26 50 3.82e-11 41.6
"M6" "anabaenopeptin915" "951" "M1" "nostopeptolide" "951" 48.148 27 12 1 1 25 24 50 3.6e-05 26.6
"M6" "anabaenopeptin915" "976" "M1" "nostopeptolide" "976" 44 25 14 0 1 25 26 50 5.63e-06 28.9
"M6" "anabaenopeptin915" "1026" "M1" "nostopeptolide" "1026" 42.857 21 12 0 1 21 26 46 0.007 20
