"Query_mod" "Query_bgc" "Query_frag" "Sub_mod" "Sub_bgc" "Sub_frag" "PID" "alignment_len" "mismatches" "gap" "q_start" "q_end" "s_start" "s_end" "e_value" "bit_score"
"M7" "bacillomycinF" "26" "M1" "fusaricidin" "26" 36 25 16 0 9 33 9 33 0.000454 23.9
"M7" "bacillomycinF" "101" "M1" "fusaricidin" "101" 23.684 38 29 0 6 43 2 39 0.067 18.1
"M7" "bacillomycinF" "126" "M1" "fusaricidin" "126" 25.641 39 29 0 11 49 7 45 8.69e-05 25.8
"M7" "bacillomycinF" "151" "M1" "fusaricidin" "151" 36.364 22 14 0 7 28 3 24 0.007 20.8
"M7" "bacillomycinF" "176" "M1" "fusaricidin" "176" 35.294 17 11 0 5 21 18 34 1 15
"M7" "bacillomycinF" "226" "M1" "fusaricidin" "226" 21.951 41 32 0 6 46 4 44 0.01 20.4
"M7" "bacillomycinF" "251" "M1" "fusaricidin" "251" 23.404 47 34 1 3 49 1 45 0.004 21.2
"M7" "bacillomycinF" "351" "M1" "fusaricidin" "351" 66.667 6 2 0 28 33 15 20 6.1 13.5
"M7" "bacillomycinF" "426" "M1" "fusaricidin" "426" 41.304 46 27 0 5 50 3 48 1.38e-11 42.7
"M7" "bacillomycinF" "451" "M1" "fusaricidin" "451" 65.957 47 16 0 3 49 1 47 3.66e-22 69.7
"M7" "bacillomycinF" "476" "M1" "fusaricidin" "476" 60.87 46 18 0 5 50 3 48 6.03e-18 58.9
"M7" "bacillomycinF" "501" "M1" "fusaricidin" "501" 72.917 48 13 0 3 50 1 48 2.8e-25 77.4
"M7" "bacillomycinF" "526" "M1" "fusaricidin" "526" 70.213 47 14 0 3 49 1 47 6.46e-25 76.6
"M7" "bacillomycinF" "551" "M1" "fusaricidin" "551" 41.667 48 28 0 3 50 1 48 2.28e-11 42.4
"M7" "bacillomycinF" "576" "M1" "fusaricidin" "576" 68.085 47 15 0 4 50 2 48 2.82e-21 67.4
"M7" "bacillomycinF" "601" "M1" "fusaricidin" "601" 91.667 48 4 0 3 50 1 48 2.04e-32 95.5
"M7" "bacillomycinF" "626" "M1" "fusaricidin" "626" 87.5 48 6 0 3 50 1 48 9.13e-31 91.3
"M7" "bacillomycinF" "651" "M1" "fusaricidin" "651" 75 48 12 0 3 50 1 48 2.4e-25 77.4
"M7" "bacillomycinF" "676" "M1" "fusaricidin" "676" 60.417 48 19 0 3 50 1 48 6.87e-21 66.2
"M7" "bacillomycinF" "701" "M1" "fusaricidin" "701" 62.5 48 18 0 3 50 1 48 6.96e-23 71.2
"M7" "bacillomycinF" "726" "M1" "fusaricidin" "726" 75 48 12 0 3 50 1 48 1.72e-26 80.5
"M7" "bacillomycinF" "751" "M1" "fusaricidin" "751" 72.917 48 13 0 3 50 1 48 5.45e-24 74.3
"M7" "bacillomycinF" "776" "M1" "fusaricidin" "776" 76.596 47 11 0 4 50 2 48 2.82e-26 80.1
"M7" "bacillomycinF" "801" "M1" "fusaricidin" "801" 77.083 48 11 0 3 50 1 48 2.84e-29 87.4
"M7" "bacillomycinF" "826" "M1" "fusaricidin" "826" 80.851 47 9 0 3 49 1 47 1.07e-28 85.9
"M7" "bacillomycinF" "851" "M1" "fusaricidin" "851" 67.347 49 15 1 3 50 1 49 3.53e-20 64.7
"M7" "bacillomycinF" "876" "M1" "fusaricidin" "876" 43.478 46 25 1 6 50 4 49 1.01e-10 40.8
"M7" "bacillomycinF" "901" "M1" "fusaricidin" "901" 47.917 48 25 0 3 50 2 49 2.87e-17 57.4
"M7" "bacillomycinF" "926" "M1" "fusaricidin" "926" 51.064 47 23 0 2 48 1 47 1.09e-17 58.2
"M7" "bacillomycinF" "951" "M1" "fusaricidin" "951" 46.939 49 26 0 2 50 1 49 1.33e-17 58.2
"M7" "bacillomycinF" "976" "M1" "fusaricidin" "976" 36.17 47 30 0 2 48 1 47 1.29e-13 48.1
