"Query_mod" "Query_bgc" "Query_frag" "Sub_mod" "Sub_bgc" "Sub_frag" "PID" "alignment_len" "mismatches" "gap" "q_start" "q_end" "s_start" "s_end" "e_value" "bit_score"
"M2" "spumigin" "1" "M2" "speudospumigin" "1" 80 50 10 0 1 50 1 50 4.24e-28 84.7
"M2" "spumigin" "26" "M2" "speudospumigin" "26" 78 50 11 0 1 50 1 50 4.84e-28 84.3
"M2" "spumigin" "51" "M2" "speudospumigin" "51" 78 50 11 0 1 50 1 50 1.4e-22 70.5
"M2" "spumigin" "76" "M2" "speudospumigin" "76" 80 50 10 0 1 50 1 50 4.14e-21 67
"M2" "spumigin" "101" "M2" "speudospumigin" "101" 86 50 7 0 1 50 1 50 1.02e-30 91.3
"M2" "spumigin" "126" "M2" "speudospumigin" "126" 74 50 13 0 1 50 1 50 2.12e-28 85.1
"M2" "spumigin" "151" "M2" "speudospumigin" "151" 70 50 15 0 1 50 1 50 9.54e-26 78.6
"M2" "spumigin" "176" "M2" "speudospumigin" "176" 80 50 10 0 1 50 1 50 6.55e-29 86.7
"M2" "spumigin" "201" "M2" "speudospumigin" "201" 84 50 8 0 1 50 1 50 2.36e-21 67.4
"M2" "spumigin" "226" "M2" "speudospumigin" "226" 88 50 6 0 1 50 1 50 3.6e-23 72
"M2" "spumigin" "251" "M2" "speudospumigin" "251" 90 50 5 0 1 50 1 50 5.87e-31 91.7
"M2" "spumigin" "276" "M2" "speudospumigin" "276" 84 50 8 0 1 50 1 50 1.09e-27 83.6
"M2" "spumigin" "301" "M2" "speudospumigin" "301" 86 50 7 0 1 50 1 50 8.6e-27 81.3
"M2" "spumigin" "326" "M2" "speudospumigin" "326" 84 50 8 0 1 50 1 50 8.12e-30 89
"M2" "spumigin" "351" "M2" "speudospumigin" "351" 78 50 11 0 1 50 1 50 5.31e-29 86.7
"M2" "spumigin" "376" "M2" "speudospumigin" "376" 83.333 48 8 0 1 48 1 48 1.05e-28 85.9
"M2" "spumigin" "401" "M2" "speudospumigin" "401" 75.51 49 12 0 2 50 2 50 1.47e-24 75.5
"M2" "spumigin" "426" "M2" "speudospumigin" "426" 72 50 14 0 1 50 1 50 2.97e-24 74.7
"M2" "spumigin" "451" "M2" "speudospumigin" "451" 73.469 49 13 0 2 50 2 50 5.44e-24 74.3
"M2" "spumigin" "476" "M2" "speudospumigin" "476" 78 50 11 0 1 50 1 50 2.65e-25 77.4
"M2" "spumigin" "501" "M2" "speudospumigin" "501" 84 50 8 0 1 50 1 50 2.66e-29 87.4
"M2" "spumigin" "526" "M2" "speudospumigin" "526" 72 50 14 0 1 50 1 50 9.27e-25 76.3
"M2" "spumigin" "551" "M2" "speudospumigin" "551" 60 25 10 0 1 25 1 25 7.29e-07 30.8
"M2" "spumigin" "576" "M2" "speudospumigin" "576" 57.895 19 8 0 22 40 2 20 9.58e-05 25.4
"M2" "spumigin" "601" "M2" "speudospumigin" "601" 77.273 22 5 0 24 45 4 25 3.9e-10 39.3
"M2" "spumigin" "776" "M2" "speudospumigin" "776" 72 25 7 0 26 50 1 25 4.12e-12 44.3
"M2" "spumigin" "801" "M2" "speudospumigin" "801" 76 25 6 0 26 50 1 25 1.68e-11 42.7
"M2" "spumigin" "826" "M2" "speudospumigin" "826" 60 15 6 0 36 50 2 16 0.006 20.8
"M2" "spumigin" "851" "M2" "speudospumigin" "851" 81.25 16 3 0 35 50 1 16 9.17e-07 30.8
"M2" "spumigin" "876" "M2" "speudospumigin" "876" 50 16 8 0 35 50 1 16 0.001 22.7
"M2" "spumigin" "901" "M2" "speudospumigin" "901" 56.25 16 7 0 35 50 1 16 0.003 21.9
"M2" "spumigin" "926" "M2" "speudospumigin" "926" 68.75 16 5 0 35 50 1 16 1.71e-05 27.3
"M2" "spumigin" "951" "M2" "speudospumigin" "951" 87.5 16 2 0 35 50 1 16 5.37e-07 31.2
"M2" "spumigin" "976" "M2" "speudospumigin" "976" 66.667 15 5 0 35 49 1 15 9.17e-05 25.4
"M2" "spumigin" "1001" "M2" "speudospumigin" "1001" 100 16 0 0 35 50 1 16 5.51e-08 33.9
"M2" "spumigin" "1026" "M2" "speudospumigin" "1026" 81.25 16 3 0 35 50 1 16 2.95e-05 26.6
