"Query_mod" "Query_bgc" "Query_frag" "Sub_mod" "Sub_bgc" "Sub_frag" "PID" "alignment_len" "mismatches" "gap" "q_start" "q_end" "s_start" "s_end" "e_value" "bit_score"
"M7" "cyanopeptolin963A" "1" "M6" "micropeptin88A" "1" 64 50 18 0 1 50 1 50 6.13e-19 61.6
"M7" "cyanopeptolin963A" "26" "M6" "micropeptin88A" "26" 55.319 47 21 0 1 47 1 47 9.5e-16 53.5
"M7" "cyanopeptolin963A" "51" "M6" "micropeptin88A" "51" 41.667 48 27 1 3 50 3 49 1.29e-09 37.7
"M7" "cyanopeptolin963A" "76" "M6" "micropeptin88A" "76" 38.298 47 29 0 4 50 3 49 2.99e-08 34.3
"M7" "cyanopeptolin963A" "101" "M6" "micropeptin88A" "101" 51.111 45 22 0 5 49 4 48 1.05e-16 55.8
"M7" "cyanopeptolin963A" "126" "M6" "micropeptin88A" "126" 54.167 48 22 0 3 50 2 49 2.96e-17 57.4
"M7" "cyanopeptolin963A" "151" "M6" "micropeptin88A" "151" 61.224 49 19 0 2 50 1 49 9.03e-21 66.2
"M7" "cyanopeptolin963A" "176" "M6" "micropeptin88A" "176" 64.583 48 17 0 2 49 1 48 1.79e-22 70.5
"M7" "cyanopeptolin963A" "201" "M6" "micropeptin88A" "201" 51.064 47 23 0 4 50 3 49 7.84e-14 48.5
"M7" "cyanopeptolin963A" "226" "M6" "micropeptin88A" "226" 55.102 49 22 0 2 50 1 49 4.71e-16 54.3
"M7" "cyanopeptolin963A" "251" "M6" "micropeptin88A" "251" 64.583 48 17 0 2 49 1 48 9.34e-21 65.9
"M7" "cyanopeptolin963A" "276" "M6" "micropeptin88A" "276" 61.224 49 19 0 2 50 1 49 3.18e-21 67.4
"M7" "cyanopeptolin963A" "301" "M6" "micropeptin88A" "301" 69.388 49 15 0 2 50 1 49 1.72e-23 72.8
"M7" "cyanopeptolin963A" "326" "M6" "micropeptin88A" "326" 66.667 48 16 0 2 49 1 48 1.98e-21 67.8
"M7" "cyanopeptolin963A" "351" "M6" "micropeptin88A" "351" 41.667 48 27 1 3 50 2 48 6.75e-11 41.2
"M7" "cyanopeptolin963A" "376" "M6" "micropeptin88A" "376" 44.444 45 25 0 6 50 4 48 2.77e-12 44.7
"M7" "cyanopeptolin963A" "401" "M6" "micropeptin88A" "401" 52.174 46 22 0 4 49 2 47 3.52e-14 49.3
"M7" "cyanopeptolin963A" "426" "M6" "micropeptin88A" "426" 60.417 48 19 0 3 50 1 48 9.27e-20 63.5
"M7" "cyanopeptolin963A" "451" "M6" "micropeptin88A" "451" 79.167 48 10 0 3 50 1 48 7.02e-26 79
"M7" "cyanopeptolin963A" "476" "M6" "micropeptin88A" "476" 91.667 48 4 0 3 50 1 48 9.53e-31 91.3
"M7" "cyanopeptolin963A" "501" "M6" "micropeptin88A" "501" 95.833 48 2 0 3 50 1 48 1.05e-31 93.6
"M7" "cyanopeptolin963A" "526" "M6" "micropeptin88A" "526" 93.75 48 3 0 3 50 1 48 9.69e-32 93.6
"M7" "cyanopeptolin963A" "551" "M6" "micropeptin88A" "551" 91.667 48 4 0 3 50 1 48 1.1e-29 88.6
"M7" "cyanopeptolin963A" "576" "M6" "micropeptin88A" "576" 91.667 48 4 0 3 50 1 48 7.68e-30 89
"M7" "cyanopeptolin963A" "601" "M6" "micropeptin88A" "601" 95.833 48 2 0 3 50 1 48 3.87e-33 97.4
"M7" "cyanopeptolin963A" "626" "M6" "micropeptin88A" "626" 95.833 48 2 0 3 50 1 48 1.94e-33 98.2
"M7" "cyanopeptolin963A" "651" "M6" "micropeptin88A" "651" 97.917 48 1 0 3 50 1 48 6.28e-33 96.7
"M7" "cyanopeptolin963A" "676" "M6" "micropeptin88A" "676" 97.917 48 1 0 3 50 1 48 7.69e-32 94
"M7" "cyanopeptolin963A" "701" "M6" "micropeptin88A" "701" 97.917 48 1 0 3 50 1 48 1.01e-31 93.6
"M7" "cyanopeptolin963A" "726" "M6" "micropeptin88A" "726" 97.917 48 1 0 3 50 1 48 1.63e-32 95.5
"M7" "cyanopeptolin963A" "751" "M6" "micropeptin88A" "751" 97.917 48 1 0 3 50 1 48 5.98e-32 94.4
"M7" "cyanopeptolin963A" "776" "M6" "micropeptin88A" "776" 100 48 0 0 3 50 1 48 1.26e-33 98.6
"M7" "cyanopeptolin963A" "801" "M6" "micropeptin88A" "801" 97.917 48 1 0 3 50 1 48 2.65e-32 95.1
"M7" "cyanopeptolin963A" "826" "M6" "micropeptin88A" "826" 93.75 48 3 0 3 50 1 48 7.24e-31 91.7
"M7" "cyanopeptolin963A" "851" "M6" "micropeptin88A" "851" 85.417 48 7 0 3 50 1 48 7.68e-30 89
"M7" "cyanopeptolin963A" "876" "M6" "micropeptin88A" "876" 78.723 47 10 0 3 49 1 47 2.85e-26 80.1
"M7" "cyanopeptolin963A" "901" "M6" "micropeptin88A" "901" 64.583 48 17 0 3 50 1 48 2.07e-21 67.8
"M7" "cyanopeptolin963A" "926" "M6" "micropeptin88A" "926" 69.565 46 14 0 4 49 2 47 4.33e-21 67
"M7" "cyanopeptolin963A" "951" "M6" "micropeptin88A" "951" 52.083 48 22 1 3 50 1 47 4.72e-15 51.6
"M7" "cyanopeptolin963A" "976" "M6" "micropeptin88A" "976" 56.098 41 18 0 7 47 4 44 5.22e-18 58.9
"M7" "cyanopeptolin963A" "1001" "M6" "micropeptin88A" "1001" 43.478 46 26 0 5 50 2 47 3.4e-14 49.3
