"Query_mod" "Query_bgc" "Query_frag" "Sub_mod" "Sub_bgc" "Sub_frag" "PID" "alignment_len" "mismatches" "gap" "q_start" "q_end" "s_start" "s_end" "e_value" "bit_score"
"M5" "nostopeptinE" "1" "M5" "nostopeptinB" "1" 96 50 2 0 1 50 1 50 3.55e-33 97.4
"M5" "nostopeptinE" "26" "M5" "nostopeptinB" "26" 96 50 2 0 1 50 1 50 1.87e-33 98.2
"M5" "nostopeptinE" "51" "M5" "nostopeptinB" "51" 98 50 1 0 1 50 1 50 8.18e-35 101
"M5" "nostopeptinE" "76" "M5" "nostopeptinB" "76" 94 50 3 0 1 50 1 50 2.21e-21 67.8
"M5" "nostopeptinE" "101" "M5" "nostopeptinB" "101" 94 50 3 0 1 50 1 50 1.41e-31 93.2
"M5" "nostopeptinE" "126" "M5" "nostopeptinB" "126" 92 50 4 0 1 50 1 50 1.37e-32 95.9
"M5" "nostopeptinE" "151" "M5" "nostopeptinB" "151" 92 50 4 0 1 50 1 50 1.22e-31 93.6
"M5" "nostopeptinE" "176" "M5" "nostopeptinB" "176" 98 50 1 0 1 50 1 50 9.91e-34 98.6
"M5" "nostopeptinE" "201" "M5" "nostopeptinB" "201" 100 50 0 0 1 50 1 50 1.35e-33 98.6
"M5" "nostopeptinE" "226" "M5" "nostopeptinB" "226" 98 50 1 0 1 50 1 50 8.17e-33 96.3
"M5" "nostopeptinE" "251" "M5" "nostopeptinB" "251" 94 50 3 0 1 50 1 50 1.01e-32 96.3
"M5" "nostopeptinE" "276" "M5" "nostopeptinB" "276" 90 50 5 0 1 50 1 50 6.97e-32 94
"M5" "nostopeptinE" "301" "M5" "nostopeptinB" "301" 94 50 3 0 1 50 1 50 3.21e-33 97.4
"M5" "nostopeptinE" "326" "M5" "nostopeptinB" "326" 100 50 0 0 1 50 1 50 3.45e-34 99.8
"M5" "nostopeptinE" "351" "M5" "nostopeptinB" "351" 100 50 0 0 1 50 1 50 1.01e-33 98.6
"M5" "nostopeptinE" "376" "M5" "nostopeptinB" "376" 94 50 3 0 1 50 1 50 7.4e-33 96.7
"M5" "nostopeptinE" "401" "M5" "nostopeptinB" "401" 86 50 7 0 1 50 1 50 6.37e-30 89
"M5" "nostopeptinE" "426" "M5" "nostopeptinB" "426" 90 50 5 0 1 50 1 50 1.84e-32 95.5
"M5" "nostopeptinE" "451" "M5" "nostopeptinB" "451" 94 50 3 0 1 50 1 50 1.77e-34 100
"M5" "nostopeptinE" "476" "M5" "nostopeptinB" "476" 86 50 7 0 1 50 1 50 8.81e-29 86.3
"M5" "nostopeptinE" "501" "M5" "nostopeptinB" "501" 78 50 11 0 1 50 1 50 3.06e-25 77.4
"M5" "nostopeptinE" "526" "M5" "nostopeptinB" "526" 64 50 18 0 1 50 1 50 1.45e-20 65.5
"M5" "nostopeptinE" "551" "M5" "nostopeptinB" "551" 46.667 45 24 0 2 46 2 46 4.91e-11 41.6
"M5" "nostopeptinE" "576" "M5" "nostopeptinB" "576" 57.778 45 19 0 5 49 5 49 5.49e-16 53.9
"M5" "nostopeptinE" "601" "M5" "nostopeptinB" "601" 50 48 23 1 3 50 3 49 1.58e-13 47.8
"M5" "nostopeptinE" "626" "M5" "nostopeptinB" "626" 34 50 32 1 1 50 1 49 3.04e-07 32
"M5" "nostopeptinE" "651" "M5" "nostopeptinB" "651" 32.653 49 33 0 2 50 1 49 5.08e-07 31.2
"M5" "nostopeptinE" "726" "M5" "nostopeptinB" "726" 45.455 22 12 0 14 35 18 39 0.000824 23.1
"M5" "nostopeptinE" "751" "M5" "nostopeptinB" "751" 73.077 26 7 0 22 47 25 50 1.62e-11 42.7
"M5" "nostopeptinE" "776" "M5" "nostopeptinB" "776" 73.913 46 12 0 2 47 5 50 4.41e-24 74.3
"M5" "nostopeptinE" "801" "M5" "nostopeptinB" "801" 70.833 48 13 1 1 48 4 50 2.81e-22 69.7
"M5" "nostopeptinE" "826" "M5" "nostopeptinB" "826" 85.417 48 6 1 1 48 4 50 3.69e-27 82
"M5" "nostopeptinE" "851" "M5" "nostopeptinB" "851" 81.25 48 9 0 1 48 3 50 1.07e-27 83.6
"M5" "nostopeptinE" "876" "M5" "nostopeptinB" "876" 67.391 46 15 0 1 46 3 48 9.43e-21 65.9
"M5" "nostopeptinE" "901" "M5" "nostopeptinB" "901" 64.583 48 17 0 1 48 3 50 3.6e-20 64.7
"M5" "nostopeptinE" "926" "M5" "nostopeptinB" "926" 74.468 47 10 1 2 46 4 50 6.37e-23 71.6
"M5" "nostopeptinE" "951" "M5" "nostopeptinB" "951" 85.417 48 5 1 1 46 3 50 1.57e-27 83.2
"M5" "nostopeptinE" "976" "M5" "nostopeptinB" "976" 93.478 46 3 0 1 46 5 50 1.88e-30 90.5
"M5" "nostopeptinE" "1001" "M5" "nostopeptinB" "1001" 91.304 46 4 0 1 46 5 50 2.12e-26 80.1
"M5" "nostopeptinE" "1026" "M5" "nostopeptinB" "1026" 90.323 31 3 0 1 31 5 35 8.27e-17 54.7
