"Query_mod" "Query_bgc" "Query_frag" "Sub_mod" "Sub_bgc" "Sub_frag" "PID" "alignment_len" "mismatches" "gap" "q_start" "q_end" "s_start" "s_end" "e_value" "bit_score"
"M6" "micropeptin88A" "1" "M5" "cyanopeptolin963A" "1" 98 50 1 0 1 50 1 50 1.13e-34 101
"M6" "micropeptin88A" "26" "M5" "cyanopeptolin963A" "26" 94 50 3 0 1 50 1 50 2.13e-35 102
"M6" "micropeptin88A" "51" "M5" "cyanopeptolin963A" "51" 96 50 2 0 1 50 1 50 7.99e-34 99
"M6" "micropeptin88A" "76" "M5" "cyanopeptolin963A" "76" 96 50 2 0 1 50 1 50 6.65e-31 91.7
"M6" "micropeptin88A" "101" "M5" "cyanopeptolin963A" "101" 94 50 3 0 1 50 1 50 1.71e-32 95.5
"M6" "micropeptin88A" "126" "M5" "cyanopeptolin963A" "126" 90 50 5 0 1 50 1 50 7.51e-33 96.7
"M6" "micropeptin88A" "151" "M5" "cyanopeptolin963A" "151" 90 50 5 0 1 50 1 50 3.15e-31 92.4
"M6" "micropeptin88A" "176" "M5" "cyanopeptolin963A" "176" 98 50 1 0 1 50 1 50 2.21e-34 100
"M6" "micropeptin88A" "201" "M5" "cyanopeptolin963A" "201" 98 50 1 0 1 50 1 50 5.35e-33 97.1
"M6" "micropeptin88A" "226" "M5" "cyanopeptolin963A" "226" 98 50 1 0 1 50 1 50 1.32e-33 98.6
"M6" "micropeptin88A" "251" "M5" "cyanopeptolin963A" "251" 98 50 1 0 1 50 1 50 5.38e-34 99.4
"M6" "micropeptin88A" "276" "M5" "cyanopeptolin963A" "276" 96 50 2 0 1 50 1 50 6.81e-35 101
"M6" "micropeptin88A" "301" "M5" "cyanopeptolin963A" "301" 98 50 1 0 1 50 1 50 7.86e-35 101
"M6" "micropeptin88A" "326" "M5" "cyanopeptolin963A" "326" 100 50 0 0 1 50 1 50 1.3e-34 100
"M6" "micropeptin88A" "351" "M5" "cyanopeptolin963A" "351" 98 50 1 0 1 50 1 50 9.9e-35 101
"M6" "micropeptin88A" "376" "M5" "cyanopeptolin963A" "376" 96 50 2 0 1 50 1 50 1.12e-33 98.6
"M6" "micropeptin88A" "401" "M5" "cyanopeptolin963A" "401" 94 50 3 0 1 50 1 50 2.54e-32 95.1
"M6" "micropeptin88A" "426" "M5" "cyanopeptolin963A" "426" 96 50 2 0 1 50 1 50 1.96e-34 100
"M6" "micropeptin88A" "451" "M5" "cyanopeptolin963A" "451" 96 50 2 0 1 50 1 50 3.39e-34 99.8
"M6" "micropeptin88A" "476" "M5" "cyanopeptolin963A" "476" 84 50 8 0 1 50 1 50 4.78e-29 87
"M6" "micropeptin88A" "501" "M5" "cyanopeptolin963A" "501" 80 50 10 0 1 50 1 50 6.18e-28 84
"M6" "micropeptin88A" "526" "M5" "cyanopeptolin963A" "526" 64 50 18 0 1 50 1 50 5.02e-23 71.6
"M6" "micropeptin88A" "551" "M5" "cyanopeptolin963A" "551" 45.833 48 26 0 2 49 2 49 2.49e-12 44.7
"M6" "micropeptin88A" "576" "M5" "cyanopeptolin963A" "576" 61.224 49 19 0 1 49 1 49 8.04e-18 58.5
"M6" "micropeptin88A" "601" "M5" "cyanopeptolin963A" "601" 52 50 23 1 1 49 1 50 1.04e-12 45.8
"M6" "micropeptin88A" "701" "M5" "cyanopeptolin963A" "701" 29.412 17 12 0 13 29 12 28 0.19 16.9
"M6" "micropeptin88A" "726" "M5" "cyanopeptolin963A" "726" 34.483 29 16 1 19 47 15 40 0.000766 23.1
"M6" "micropeptin88A" "751" "M5" "cyanopeptolin963A" "751" 58.14 43 17 1 8 50 1 42 5.4e-15 51.6
"M6" "micropeptin88A" "776" "M5" "cyanopeptolin963A" "776" 88.095 42 5 0 9 50 1 42 1.33e-25 78.2
"M6" "micropeptin88A" "801" "M5" "cyanopeptolin963A" "801" 95.238 42 2 0 9 50 1 42 2.03e-27 82.8
"M6" "micropeptin88A" "826" "M5" "cyanopeptolin963A" "826" 90.476 42 4 0 9 50 1 42 4.2e-26 79.3
"M6" "micropeptin88A" "851" "M5" "cyanopeptolin963A" "851" 85.714 42 6 0 9 50 1 42 2.09e-25 77.8
"M6" "micropeptin88A" "876" "M5" "cyanopeptolin963A" "876" 88.095 42 5 0 9 50 1 42 5.74e-25 76.6
"M6" "micropeptin88A" "901" "M5" "cyanopeptolin963A" "901" 95.238 42 2 0 9 50 1 42 6.46e-28 84
"M6" "micropeptin88A" "926" "M5" "cyanopeptolin963A" "926" 95.238 42 2 0 9 50 1 42 7.96e-28 84
"M6" "micropeptin88A" "951" "M5" "cyanopeptolin963A" "951" 97.619 42 1 0 9 50 1 42 1.45e-28 85.9
"M6" "micropeptin88A" "976" "M5" "cyanopeptolin963A" "976" 92.857 42 3 0 9 50 1 42 4.05e-27 82
"M6" "micropeptin88A" "1001" "M5" "cyanopeptolin963A" "1001" 97.619 42 1 0 9 50 1 42 1.16e-27 83.6
"M6" "micropeptin88A" "1026" "M5" "cyanopeptolin963A" "1026" 97.436 39 1 0 9 47 1 39 1.07e-24 75.5
"M6" "micropeptin88A" "1051" "M5" "cyanopeptolin963A" "1051" 100 14 0 0 9 22 1 14 2.9e-07 30
