"Query_mod" "Query_bgc" "Query_frag" "Sub_mod" "Sub_bgc" "Sub_frag" "PID" "alignment_len" "mismatches" "gap" "q_start" "q_end" "s_start" "s_end" "e_value" "bit_score"
"M6" "micropeptin88A" "1" "M5" "micropeptinK139" "1" 100 50 0 0 1 50 1 50 1.88e-35 103
"M6" "micropeptin88A" "26" "M5" "micropeptinK139" "26" 100 50 0 0 1 50 1 50 1.53e-36 105
"M6" "micropeptin88A" "51" "M5" "micropeptinK139" "51" 94 50 3 0 1 50 1 50 4.34e-32 94.7
"M6" "micropeptin88A" "76" "M5" "micropeptinK139" "76" 92 50 4 0 1 50 1 50 5.23e-30 89.4
"M6" "micropeptin88A" "101" "M5" "micropeptinK139" "101" 96 50 2 0 1 50 1 50 6.82e-34 99
"M6" "micropeptin88A" "126" "M5" "micropeptinK139" "126" 94 50 3 0 1 50 1 50 1.24e-34 100
"M6" "micropeptin88A" "151" "M5" "micropeptinK139" "151" 92 50 4 0 1 50 1 50 1.6e-32 95.9
"M6" "micropeptin88A" "176" "M5" "micropeptinK139" "176" 96 50 2 0 1 50 1 50 5.3e-34 99.4
"M6" "micropeptin88A" "201" "M5" "micropeptinK139" "201" 98 50 1 0 1 50 1 50 5.39e-33 97.1
"M6" "micropeptin88A" "226" "M5" "micropeptinK139" "226" 98 50 1 0 1 50 1 50 1.33e-33 98.6
"M6" "micropeptin88A" "251" "M5" "micropeptinK139" "251" 100 50 0 0 1 50 1 50 1.01e-34 101
"M6" "micropeptin88A" "276" "M5" "micropeptinK139" "276" 100 50 0 0 1 50 1 50 4.07e-36 104
"M6" "micropeptin88A" "301" "M5" "micropeptinK139" "301" 100 50 0 0 1 50 1 50 3.11e-35 102
"M6" "micropeptin88A" "326" "M5" "micropeptinK139" "326" 100 50 0 0 1 50 1 50 1.31e-34 100
"M6" "micropeptin88A" "351" "M5" "micropeptinK139" "351" 100 50 0 0 1 50 1 50 1.96e-35 103
"M6" "micropeptin88A" "376" "M5" "micropeptinK139" "376" 98 50 1 0 1 50 1 50 2.43e-34 100
"M6" "micropeptin88A" "401" "M5" "micropeptinK139" "401" 96 50 2 0 1 50 1 50 5.04e-33 97.1
"M6" "micropeptin88A" "426" "M5" "micropeptinK139" "426" 98 50 1 0 1 50 1 50 3.79e-35 102
"M6" "micropeptin88A" "451" "M5" "micropeptinK139" "451" 98 50 1 0 1 50 1 50 3.55e-35 102
"M6" "micropeptin88A" "476" "M5" "micropeptinK139" "476" 98 50 1 0 1 50 1 50 7.17e-35 101
"M6" "micropeptin88A" "501" "M5" "micropeptinK139" "501" 100 50 0 0 1 50 1 50 2.65e-34 100
"M6" "micropeptin88A" "526" "M5" "micropeptinK139" "526" 100 50 0 0 1 50 1 50 5.67e-36 104
"M6" "micropeptin88A" "551" "M5" "micropeptinK139" "551" 98 50 1 0 1 50 1 50 2.65e-34 100
"M6" "micropeptin88A" "576" "M5" "micropeptinK139" "576" 91.837 49 4 0 1 49 1 49 1.28e-30 90.9
"M6" "micropeptin88A" "601" "M5" "micropeptinK139" "601" 61.224 49 19 0 1 49 1 49 4.61e-19 61.6
"M6" "micropeptin88A" "626" "M5" "micropeptinK139" "626" 52 50 24 0 1 50 1 50 1.05e-18 60.8
"M6" "micropeptin88A" "651" "M5" "micropeptinK139" "651" 43.75 48 26 1 3 49 3 50 3.34e-12 44.3
"M6" "micropeptin88A" "701" "M5" "micropeptinK139" "701" 43.243 37 21 0 2 38 3 39 6.36e-08 33.5
"M6" "micropeptin88A" "726" "M5" "micropeptinK139" "726" 34 50 32 1 1 50 2 50 9.91e-07 30.4
"M6" "micropeptin88A" "751" "M5" "micropeptinK139" "751" 56 50 21 1 1 50 2 50 3.02e-17 57
"M6" "micropeptin88A" "776" "M5" "micropeptinK139" "776" 84 50 8 0 1 50 1 50 1.93e-29 87.8
"M6" "micropeptin88A" "801" "M5" "micropeptinK139" "801" 98 50 1 0 1 50 1 50 6.05e-34 99.4
"M6" "micropeptin88A" "826" "M5" "micropeptinK139" "826" 96 50 2 0 1 50 1 50 1.02e-33 98.6
"M6" "micropeptin88A" "851" "M5" "micropeptinK139" "851" 92 50 4 0 1 50 1 50 9.03e-33 96.3
"M6" "micropeptin88A" "876" "M5" "micropeptinK139" "876" 96 50 2 0 1 50 1 50 1.35e-33 98.6
"M6" "micropeptin88A" "901" "M5" "micropeptinK139" "901" 100 50 0 0 1 50 1 50 1.26e-35 103
"M6" "micropeptin88A" "926" "M5" "micropeptinK139" "926" 98 50 1 0 1 50 1 50 3.57e-34 99.8
"M6" "micropeptin88A" "951" "M5" "micropeptinK139" "951" 96 50 2 0 1 50 1 50 3.77e-34 99.8
"M6" "micropeptin88A" "976" "M5" "micropeptinK139" "976" 98 50 1 0 1 50 1 50 1.9e-35 103
"M6" "micropeptin88A" "1001" "M5" "micropeptinK139" "1001" 96 50 2 0 1 50 1 50 1.05e-33 98.6
"M6" "micropeptin88A" "1026" "M5" "micropeptinK139" "1026" 95.745 47 2 0 1 47 1 47 4.9e-30 89.4
"M6" "micropeptin88A" "1051" "M5" "micropeptinK139" "1051" 100 22 0 0 1 22 1 22 9.92e-13 43.9
