"Query_mod" "Query_bgc" "Query_frag" "Sub_mod" "Sub_bgc" "Sub_frag" "PID" "alignment_len" "mismatches" "gap" "q_start" "q_end" "s_start" "s_end" "e_value" "bit_score"
"M8" "oscillapeptinG" "1" "M7" "cyanopeptolin963A" "1" 92 50 4 0 1 50 1 50 4.08e-30 89.7
"M8" "oscillapeptinG" "26" "M7" "cyanopeptolin963A" "26" 89.796 49 5 0 1 49 1 49 1.14e-30 90.9
"M8" "oscillapeptinG" "51" "M7" "cyanopeptolin963A" "51" 80 50 10 0 1 50 1 50 1.28e-27 83.2
"M8" "oscillapeptinG" "76" "M7" "cyanopeptolin963A" "76" 72 50 14 0 1 50 1 50 2.73e-22 70.1
"M8" "oscillapeptinG" "101" "M7" "cyanopeptolin963A" "101" 86 50 7 0 1 50 1 50 6.29e-29 86.7
"M8" "oscillapeptinG" "126" "M7" "cyanopeptolin963A" "126" 96 50 2 0 1 50 1 50 3.09e-33 97.4
"M8" "oscillapeptinG" "151" "M7" "cyanopeptolin963A" "151" 92 50 4 0 1 50 1 50 3.17e-32 95.1
"M8" "oscillapeptinG" "176" "M7" "cyanopeptolin963A" "176" 94 50 3 0 1 50 1 50 9.84e-34 98.6
"M8" "oscillapeptinG" "201" "M7" "cyanopeptolin963A" "201" 88 50 6 0 1 50 1 50 6.61e-30 89
"M8" "oscillapeptinG" "226" "M7" "cyanopeptolin963A" "226" 90 50 5 0 1 50 1 50 2.79e-29 87.4
"M8" "oscillapeptinG" "251" "M7" "cyanopeptolin963A" "251" 100 50 0 0 1 50 1 50 3.87e-34 99.8
"M8" "oscillapeptinG" "276" "M7" "cyanopeptolin963A" "276" 96 50 2 0 1 50 1 50 9.22e-34 99
"M8" "oscillapeptinG" "301" "M7" "cyanopeptolin963A" "301" 88 50 6 0 1 50 1 50 1.92e-31 92.8
"M8" "oscillapeptinG" "326" "M7" "cyanopeptolin963A" "326" 86 50 7 0 1 50 1 50 1.03e-29 88.6
"M8" "oscillapeptinG" "351" "M7" "cyanopeptolin963A" "351" 82 50 9 0 1 50 1 50 2.34e-29 87.8
"M8" "oscillapeptinG" "376" "M7" "cyanopeptolin963A" "376" 82 50 9 0 1 50 1 50 1.09e-30 91.3
"M8" "oscillapeptinG" "401" "M7" "cyanopeptolin963A" "401" 85.714 49 7 0 1 49 1 49 3e-30 90.1
"M8" "oscillapeptinG" "426" "M7" "cyanopeptolin963A" "426" 80 50 10 0 1 50 1 50 4.89e-29 87
"M8" "oscillapeptinG" "451" "M7" "cyanopeptolin963A" "451" 74 50 13 0 1 50 1 50 1.14e-26 80.9
"M8" "oscillapeptinG" "476" "M7" "cyanopeptolin963A" "476" 67.347 49 16 0 2 50 2 50 1.21e-24 75.9
"M8" "oscillapeptinG" "501" "M7" "cyanopeptolin963A" "501" 80 50 10 0 1 50 1 50 3.42e-28 84.7
"M8" "oscillapeptinG" "526" "M7" "cyanopeptolin963A" "526" 90 50 5 0 1 50 1 50 1.02e-30 91.3
"M8" "oscillapeptinG" "551" "M7" "cyanopeptolin963A" "551" 80 50 10 0 1 50 1 50 2.44e-27 82.8
"M8" "oscillapeptinG" "576" "M7" "cyanopeptolin963A" "576" 85.714 49 7 0 1 49 1 49 3.57e-30 89.7
"M8" "oscillapeptinG" "601" "M7" "cyanopeptolin963A" "601" 77.5 40 9 0 1 40 1 40 1.62e-20 65.5
"M8" "oscillapeptinG" "626" "M7" "cyanopeptolin963A" "626" 50 50 25 0 1 50 1 50 8.81e-17 55.8
"M8" "oscillapeptinG" "651" "M7" "cyanopeptolin963A" "651" 58.065 31 13 0 1 31 1 31 8.43e-12 43.5
"M8" "oscillapeptinG" "676" "M7" "cyanopeptolin963A" "676" 40 35 21 0 16 50 15 49 7.2e-08 33.5
"M8" "oscillapeptinG" "701" "M7" "cyanopeptolin963A" "701" 45.946 37 20 0 2 38 1 37 6.13e-09 36.2
"M8" "oscillapeptinG" "726" "M7" "cyanopeptolin963A" "726" 37.5 40 25 0 2 41 1 40 7.12e-08 33.5
"M8" "oscillapeptinG" "751" "M7" "cyanopeptolin963A" "751" 62 50 18 1 2 50 1 50 1.41e-19 63.2
"M8" "oscillapeptinG" "776" "M7" "cyanopeptolin963A" "776" 82 50 9 0 1 50 1 50 2.11e-28 85.5
"M8" "oscillapeptinG" "801" "M7" "cyanopeptolin963A" "801" 70.833 48 11 1 1 45 1 48 6.31e-21 66.6
"M8" "oscillapeptinG" "826" "M7" "cyanopeptolin963A" "826" 62.745 51 4 2 1 37 1 50 1.74e-16 55.1
"M8" "oscillapeptinG" "851" "M7" "cyanopeptolin963A" "851" 83.784 37 6 0 1 37 14 50 1.57e-20 65.5
"M8" "oscillapeptinG" "876" "M7" "cyanopeptolin963A" "876" 80.556 36 7 0 1 36 14 49 4.24e-19 62
"M8" "oscillapeptinG" "901" "M7" "cyanopeptolin963A" "901" 78.378 37 8 0 1 37 14 50 1.63e-19 62.8
"M8" "oscillapeptinG" "926" "M7" "cyanopeptolin963A" "926" 86.486 37 5 0 1 37 14 50 6.83e-23 71.2
"M8" "oscillapeptinG" "951" "M7" "cyanopeptolin963A" "951" 94.595 37 2 0 1 37 14 50 3.57e-23 72
"M8" "oscillapeptinG" "976" "M7" "cyanopeptolin963A" "976" 91.892 37 3 0 1 37 14 50 2.6e-23 72.4
"M8" "oscillapeptinG" "1001" "M7" "cyanopeptolin963A" "1001" 86.486 37 5 0 1 37 14 50 2.36e-22 70.1
"M8" "oscillapeptinG" "1026" "M7" "cyanopeptolin963A" "1026" 75.676 37 9 0 1 37 14 50 1.79e-19 62.4
"M8" "oscillapeptinG" "1051" "M7" "cyanopeptolin963A" "1051" 84.615 13 2 0 1 13 14 26 2.43e-06 27.3
