"Query_mod" "Query_bgc" "Query_frag" "Sub_mod" "Sub_bgc" "Sub_frag" "PID" "alignment_len" "mismatches" "gap" "q_start" "q_end" "s_start" "s_end" "e_value" "bit_score"
"M6" "oscillapeptinG" "1" "M5" "oscillapeptinE" "1" 100 50 0 0 1 50 1 50 2.08e-34 100
"M6" "oscillapeptinG" "26" "M5" "oscillapeptinE" "26" 98 50 1 0 1 50 1 50 7.71e-36 103
"M6" "oscillapeptinG" "51" "M5" "oscillapeptinE" "51" 96 50 2 0 1 50 1 50 7.87e-34 99
"M6" "oscillapeptinG" "76" "M5" "oscillapeptinE" "76" 98 50 1 0 1 50 1 50 5.35e-32 94.4
"M6" "oscillapeptinG" "101" "M5" "oscillapeptinE" "101" 100 50 0 0 1 50 1 50 5.82e-35 101
"M6" "oscillapeptinG" "126" "M5" "oscillapeptinE" "126" 98 50 1 0 1 50 1 50 2.24e-35 102
"M6" "oscillapeptinG" "151" "M5" "oscillapeptinE" "151" 96 50 2 0 1 50 1 50 1.56e-32 95.9
"M6" "oscillapeptinG" "176" "M5" "oscillapeptinE" "176" 95.918 49 2 0 1 49 1 49 2.31e-33 97.8
"M6" "oscillapeptinG" "201" "M5" "oscillapeptinE" "201" 92 50 4 0 1 50 1 50 5.5e-31 91.7
"M6" "oscillapeptinG" "226" "M5" "oscillapeptinE" "226" 94 50 3 0 1 50 1 50 5.66e-32 94.4
"M6" "oscillapeptinG" "251" "M5" "oscillapeptinE" "251" 92 50 4 0 1 50 1 50 5.01e-32 94.4
"M6" "oscillapeptinG" "276" "M5" "oscillapeptinE" "276" 90 50 5 0 1 50 1 50 5.82e-33 96.7
"M6" "oscillapeptinG" "301" "M5" "oscillapeptinE" "301" 96 50 2 0 1 50 1 50 3.57e-34 99.8
"M6" "oscillapeptinG" "326" "M5" "oscillapeptinE" "326" 96 50 2 0 1 50 1 50 2.37e-32 95.1
"M6" "oscillapeptinG" "351" "M5" "oscillapeptinE" "351" 94 50 3 0 1 50 1 50 1.26e-32 95.9
"M6" "oscillapeptinG" "376" "M5" "oscillapeptinE" "376" 92 50 4 0 1 50 1 50 1.95e-32 95.5
"M6" "oscillapeptinG" "401" "M5" "oscillapeptinE" "401" 94 50 3 0 1 50 1 50 6.35e-33 96.7
"M6" "oscillapeptinG" "426" "M5" "oscillapeptinE" "426" 96 50 2 0 1 50 1 50 3.77e-34 99.8
"M6" "oscillapeptinG" "451" "M5" "oscillapeptinE" "451" 92 50 4 0 1 50 1 50 7.25e-33 96.7
"M6" "oscillapeptinG" "476" "M5" "oscillapeptinE" "476" 84 50 8 0 1 50 1 50 3.19e-30 89.7
"M6" "oscillapeptinG" "501" "M5" "oscillapeptinE" "501" 78 50 11 0 1 50 1 50 3.08e-28 84.7
"M6" "oscillapeptinG" "526" "M5" "oscillapeptinE" "526" 64 50 18 0 1 50 1 50 7.24e-24 73.9
"M6" "oscillapeptinG" "551" "M5" "oscillapeptinE" "551" 48.78 41 21 0 1 41 1 41 3.26e-13 47
"M6" "oscillapeptinG" "576" "M5" "oscillapeptinE" "576" 53.061 49 23 0 1 49 1 49 2.56e-17 57.4
"M6" "oscillapeptinG" "601" "M5" "oscillapeptinE" "601" 55.814 43 18 1 4 46 4 45 5.05e-14 48.9
"M6" "oscillapeptinG" "626" "M5" "oscillapeptinE" "626" 40 50 29 1 1 50 1 49 2.84e-10 39.7
"M6" "oscillapeptinG" "651" "M5" "oscillapeptinE" "651" 35.417 48 31 0 2 49 1 48 5.79e-10 38.9
"M6" "oscillapeptinG" "676" "M5" "oscillapeptinE" "676" 30 30 21 0 5 34 4 33 3.5 13.9
"M6" "oscillapeptinG" "701" "M5" "oscillapeptinE" "701" 37.037 27 17 0 21 47 18 44 0.000522 23.5
"M6" "oscillapeptinG" "751" "M5" "oscillapeptinE" "751" 35.556 45 29 0 6 50 1 45 2.52e-07 32
"M6" "oscillapeptinG" "776" "M5" "oscillapeptinE" "776" 60 45 18 0 6 50 1 45 2.08e-20 65.1
"M6" "oscillapeptinG" "801" "M5" "oscillapeptinE" "801" 60 40 16 0 6 45 1 40 1.85e-16 55.1
"M6" "oscillapeptinG" "826" "M5" "oscillapeptinE" "826" 68 50 7 1 6 46 1 50 6.34e-19 61.2
"M6" "oscillapeptinG" "851" "M5" "oscillapeptinE" "851" 93.478 46 3 0 1 46 5 50 7.12e-30 89
"M6" "oscillapeptinG" "876" "M5" "oscillapeptinE" "876" 91.304 46 4 0 1 46 5 50 4.9e-30 89.4
"M6" "oscillapeptinG" "901" "M5" "oscillapeptinE" "901" 93.478 46 3 0 1 46 5 50 1.4e-30 90.9
"M6" "oscillapeptinG" "926" "M5" "oscillapeptinE" "926" 93.478 46 3 0 1 46 5 50 4.84e-30 89.4
"M6" "oscillapeptinG" "951" "M5" "oscillapeptinE" "951" 91.304 46 4 0 1 46 5 50 1.6e-29 88.2
"M6" "oscillapeptinG" "976" "M5" "oscillapeptinE" "976" 93.478 46 3 0 1 46 5 50 1.2e-30 90.9
"M6" "oscillapeptinG" "1001" "M5" "oscillapeptinE" "1001" 91.304 46 4 0 1 46 5 50 3.66e-29 87.4
"M6" "oscillapeptinG" "1026" "M5" "oscillapeptinE" "1026" 90.698 43 4 0 1 43 5 47 1.49e-24 75.1
"M6" "oscillapeptinG" "1051" "M5" "oscillapeptinE" "1051" 83.333 18 3 0 1 18 5 22 1.53e-07 30.4
