"Query_mod" "Query_bgc" "Query_frag" "Sub_mod" "Sub_bgc" "Sub_frag" "PID" "alignment_len" "mismatches" "gap" "q_start" "q_end" "s_start" "s_end" "e_value" "bit_score"
"M6" "hassallidin" "51" "M2" "anabaenolysinC" "51" 77.778 9 2 0 34 42 2 10 0.029 19.2
"M6" "hassallidin" "126" "M2" "anabaenolysinC" "126" 62.5 8 3 0 43 50 3 10 0.083 18.1
"M6" "hassallidin" "451" "M2" "anabaenolysinC" "451" 33.333 18 12 0 33 50 6 23 0.017 19.6
"M6" "hassallidin" "476" "M2" "anabaenolysinC" "476" 60.87 23 9 0 28 50 1 23 3.43e-07 31.6
"M6" "hassallidin" "476" "M2" "anabaenolysinC" "476" 42.857 14 8 0 14 27 22 35 0.027 19.2
"M6" "hassallidin" "501" "M2" "anabaenolysinC" "501" 56.522 23 10 0 28 50 1 23 2.8e-06 29.3
"M6" "hassallidin" "526" "M2" "anabaenolysinC" "526" 81.818 22 4 0 28 49 1 22 7.54e-12 43.5
"M6" "hassallidin" "551" "M2" "anabaenolysinC" "551" 61.538 13 5 0 28 40 1 13 0.057 18.5
"M6" "hassallidin" "576" "M2" "anabaenolysinC" "576" 57.143 28 12 0 23 50 1 28 1.3e-08 35.4
"M6" "hassallidin" "601" "M2" "anabaenolysinC" "601" 78.571 28 6 0 23 50 1 28 1.76e-15 52.8
"M6" "hassallidin" "626" "M2" "anabaenolysinC" "626" 78.571 28 6 0 23 50 1 28 4.99e-15 51.6
"M6" "hassallidin" "651" "M2" "anabaenolysinC" "651" 92.857 28 2 0 23 50 1 28 1.37e-18 60.5
"M6" "hassallidin" "676" "M2" "anabaenolysinC" "676" 92.857 28 2 0 23 50 1 28 1.11e-15 53.1
"M6" "hassallidin" "701" "M2" "anabaenolysinC" "701" 78.571 28 6 0 23 50 1 28 1.66e-12 45.1
"M6" "hassallidin" "726" "M2" "anabaenolysinC" "726" 67.857 28 9 0 23 50 1 28 1.41e-11 42.7
"M6" "hassallidin" "751" "M2" "anabaenolysinC" "751" 60.714 28 11 0 23 50 1 28 5.61e-10 38.9
"M6" "hassallidin" "776" "M2" "anabaenolysinC" "776" 57.692 26 11 0 23 48 1 26 5.03e-10 38.9
"M6" "hassallidin" "801" "M2" "anabaenolysinC" "801" 50 24 12 0 23 46 1 24 1.83e-06 30
"M6" "hassallidin" "826" "M2" "anabaenolysinC" "826" 65.385 26 9 0 25 50 3 28 2.72e-11 42
"M6" "hassallidin" "851" "M2" "anabaenolysinC" "851" 55.556 27 12 0 24 50 2 28 5.68e-07 31.2
"M6" "hassallidin" "876" "M2" "anabaenolysinC" "876" 52.174 23 9 2 24 45 2 23 0.19 16.9
"M6" "hassallidin" "901" "M2" "anabaenolysinC" "901" 52.381 21 9 1 28 48 5 24 0.012 20
"M6" "hassallidin" "926" "M2" "anabaenolysinC" "926" 52 25 12 0 25 49 1 25 8.33e-07 30.8
"M6" "hassallidin" "976" "M2" "anabaenolysinC" "976" 50 26 13 0 25 50 1 26 2.18e-08 34.7
