"Query_mod" "Query_bgc" "Query_frag" "Sub_mod" "Sub_bgc" "Sub_frag" "PID" "alignment_len" "mismatches" "gap" "q_start" "q_end" "s_start" "s_end" "e_value" "bit_score"
"M2" "oscillaginin" "1" "M2" "microginin" "1" 92 50 4 0 1 50 1 50 4.55e-31 92.4
"M2" "oscillaginin" "26" "M2" "microginin" "26" 87.755 49 6 0 1 49 1 49 6.11e-29 87
"M2" "oscillaginin" "51" "M2" "microginin" "51" 72 50 13 1 1 50 1 49 3.44e-23 72.4
"M2" "oscillaginin" "76" "M2" "microginin" "76" 76 50 11 1 1 50 1 49 1.52e-24 75.9
"M2" "oscillaginin" "101" "M2" "microginin" "101" 97.959 49 1 0 2 50 1 49 1.53e-33 98.6
"M2" "oscillaginin" "126" "M2" "microginin" "126" 91.837 49 4 0 2 50 1 49 7.26e-32 94.4
"M2" "oscillaginin" "151" "M2" "microginin" "151" 85.714 49 7 0 2 50 1 49 1.54e-28 85.9
"M2" "oscillaginin" "176" "M2" "microginin" "176" 91.837 49 4 0 2 50 1 49 1.17e-30 91.3
"M2" "oscillaginin" "201" "M2" "microginin" "201" 93.878 49 3 0 2 50 1 49 2.93e-31 92.8
"M2" "oscillaginin" "226" "M2" "microginin" "226" 97.959 49 1 0 2 50 1 49 1.29e-32 96.3
"M2" "oscillaginin" "251" "M2" "microginin" "251" 95.918 49 2 0 2 50 1 49 9.66e-32 94
"M2" "oscillaginin" "276" "M2" "microginin" "276" 93.878 49 3 0 2 50 1 49 1.06e-32 96.7
"M2" "oscillaginin" "301" "M2" "microginin" "301" 97.959 49 1 0 2 50 1 49 5.8e-33 97.1
"M2" "oscillaginin" "326" "M2" "microginin" "326" 95.918 49 2 0 2 50 1 49 1.26e-31 94
"M2" "oscillaginin" "351" "M2" "microginin" "351" 91.837 49 4 0 2 50 1 49 1.18e-32 96.3
"M2" "oscillaginin" "376" "M2" "microginin" "376" 87.755 49 6 0 2 50 1 49 2.1e-30 90.9
"M2" "oscillaginin" "401" "M2" "microginin" "401" 87.755 49 6 0 2 50 1 49 1.67e-29 88.6
