"Query_mod" "Query_bgc" "Query_frag" "Sub_mod" "Sub_bgc" "Sub_frag" "PID" "alignment_len" "mismatches" "gap" "q_start" "q_end" "s_start" "s_end" "e_value" "bit_score"
"M7" "fengycin" "1" "M4" "bacillomycinD" "1" 48 50 26 0 1 50 1 50 1.14e-15 53.1
"M7" "fengycin" "26" "M4" "bacillomycinD" "26" 40 50 30 0 1 50 1 50 1.66e-10 40
"M7" "fengycin" "76" "M4" "bacillomycinD" "76" 40.741 27 16 0 23 49 23 49 1.16e-05 27.7
"M7" "fengycin" "101" "M4" "bacillomycinD" "101" 50 48 24 0 2 49 2 49 5.19e-19 61.6
"M7" "fengycin" "126" "M4" "bacillomycinD" "126" 44.681 47 26 0 4 50 4 50 6.72e-14 48.5
"M7" "fengycin" "151" "M4" "bacillomycinD" "151" 40 50 30 0 1 50 1 50 7.86e-10 38.5
"M7" "fengycin" "176" "M4" "bacillomycinD" "176" 38.298 47 27 1 2 48 2 46 1.31e-08 35.4
"M7" "fengycin" "226" "M4" "bacillomycinD" "226" 52.174 46 22 0 2 47 5 50 5.77e-17 56.6
"M7" "fengycin" "251" "M4" "bacillomycinD" "251" 68.889 45 14 0 1 45 4 48 6.73e-23 71.2
"M7" "fengycin" "276" "M4" "bacillomycinD" "276" 47.826 46 23 1 1 45 4 49 9.88e-13 45.8
"M7" "fengycin" "301" "M4" "bacillomycinD" "301" 50 46 23 0 1 46 5 50 6.26e-16 53.9
"M7" "fengycin" "326" "M4" "bacillomycinD" "326" 48 50 17 3 1 45 5 50 4.03e-11 41.6
"M7" "fengycin" "351" "M4" "bacillomycinD" "351" 30 40 27 1 11 50 12 50 3.51e-05 26.6
"M7" "fengycin" "376" "M4" "bacillomycinD" "376" 28.571 49 35 0 2 50 2 50 7.04e-10 38.5
"M7" "fengycin" "401" "M4" "bacillomycinD" "401" 36.17 47 30 0 2 48 2 48 3.77e-12 44.3
"M7" "fengycin" "426" "M4" "bacillomycinD" "426" 60.87 46 18 0 5 50 5 50 5.47e-20 63.9
"M7" "fengycin" "451" "M4" "bacillomycinD" "451" 72 50 14 0 1 50 1 50 1.87e-27 82.8
"M7" "fengycin" "476" "M4" "bacillomycinD" "476" 70 50 15 0 1 50 1 50 1.09e-24 75.9
"M7" "fengycin" "501" "M4" "bacillomycinD" "501" 76 50 12 0 1 50 1 50 2.3e-25 77.8
"M7" "fengycin" "526" "M4" "bacillomycinD" "526" 70 50 15 0 1 50 1 50 1.44e-23 73.2
"M7" "fengycin" "551" "M4" "bacillomycinD" "551" 68 50 16 0 1 50 1 50 1.71e-22 70.5
"M7" "fengycin" "576" "M4" "bacillomycinD" "576" 84 50 8 0 1 50 1 50 1.15e-30 90.9
"M7" "fengycin" "601" "M4" "bacillomycinD" "601" 82 50 9 0 1 50 1 50 1.41e-28 85.9
"M7" "fengycin" "626" "M4" "bacillomycinD" "626" 85.417 48 7 0 3 50 3 50 4.52e-28 84.3
"M7" "fengycin" "651" "M4" "bacillomycinD" "651" 80 50 10 0 1 50 1 50 8.86e-30 88.6
"M7" "fengycin" "676" "M4" "bacillomycinD" "676" 78 50 11 0 1 50 1 50 1.23e-29 88.6
"M7" "fengycin" "701" "M4" "bacillomycinD" "701" 86 50 7 0 1 50 1 50 9.16e-32 93.6
"M7" "fengycin" "726" "M4" "bacillomycinD" "726" 86 50 7 0 1 50 1 50 5.8e-31 91.7
"M7" "fengycin" "751" "M4" "bacillomycinD" "751" 80 50 10 0 1 50 1 50 1.79e-29 87.8
"M7" "fengycin" "776" "M4" "bacillomycinD" "776" 85.714 49 7 0 2 50 2 50 2.04e-31 92.8
"M7" "fengycin" "801" "M4" "bacillomycinD" "801" 92 50 4 0 1 50 1 50 3.8e-32 94.7
"M7" "fengycin" "826" "M4" "bacillomycinD" "826" 84 50 8 0 1 50 1 50 8.57e-30 89
"M7" "fengycin" "851" "M4" "bacillomycinD" "851" 80 50 10 0 1 50 1 50 5.14e-29 86.7
"M7" "fengycin" "876" "M4" "bacillomycinD" "876" 83.673 49 8 0 2 50 2 50 9.93e-29 86.3
"M7" "fengycin" "901" "M4" "bacillomycinD" "901" 85.417 48 7 0 1 48 1 48 2.43e-29 87.8
"M7" "fengycin" "926" "M4" "bacillomycinD" "926" 58 50 20 1 1 49 1 50 7.71e-19 61.2
"M7" "fengycin" "951" "M4" "bacillomycinD" "951" 55.556 45 20 0 5 49 6 50 1.42e-16 55.5
"M7" "fengycin" "976" "M4" "bacillomycinD" "976" 58.14 43 18 0 7 49 8 50 7.17e-18 58.5
"M7" "fengycin" "1001" "M4" "bacillomycinD" "1001" 41.304 46 27 0 1 46 2 47 4.35e-11 41.6
